ID,title,issueNumber,date,series_title,series_ID,price,,,,,,
39351,Fear Itself: Invincible Iron Man (Hardcover),1,2012-03-07T00:00:00-0500,Fear Itself: Invincible Iron Man (2011 - Present),14306,19.99,,,,,,
38814,Winter Soldier (2012) #3,3,2012-03-07T00:00:00-0500,Winter Soldier (2012 - Present),7643,2.99,,,,,,
40644,Venom (2011) #14,14,2012-03-07T00:00:00-0500,Venom (2011 - Present),13911,2.99,,,,,,
41548,Wolverine & the X-Men: Alpha & Omega (2011) #3,3,2012-03-07T00:00:00-0500,Wolverine & the X-Men: Alpha & Omega (2011 - 2012),15486,3.99,,,,,,
41338,Marvel's The Avengers Prelude: Fury's Big Week (2011) #1,1,2012-03-07T00:00:00-0500,Marvel's The Avengers Prelude: Fury's Big Week (2011 - 2012),15365,2.99,,,,,,
41704,X-Club (2011) #4,4,2012-03-07T00:00:00-0500,X-Club (2011 - 2012),15552,2.99,,,,,,
42312,Ultimate Comics Spider-Man (2011) #8 (Variant),8,2012-03-07T00:00:00-0500,Ultimate Comics Spider-Man (2011 - Present),13831,3.99,,,,,,
40030,Avengers: Earth's Mightiest Heroes Ultimate Collection (Trade Paperback),1,2012-03-07T00:00:00-0500,Avengers: Earth's Mightiest Heroes Ultimate Collection (2011 - Present),14846,34.99,,,,,,
42618,Marvel's The Avengers Prelude: Fury's Big Week (2011) #1,1,2012-03-07T00:00:00-0500,Marvel's The Avengers Prelude: Fury's Big Week (2011 - 2012),15365,0,,,,,,
40645,Hulk (2008) #49,49,2012-03-07T00:00:00-0500,Hulk (2008 - 2012),3374,2.99,,,,,,
42308,Ultimate Comics Ultimates  (2011) #7 (Variant),7,2012-02-29T00:00:00-0500,Ultimate Comics Ultimates  (2011 - Present),13936,3.99,,,,,,
35242,New Avengers (2010) #22,22,2012-02-29T00:00:00-0500,New Avengers (2010 - 2012),9922,3.99,,,,,,
39619,Fear Itself: Black Panther - The Man Without Fear (Hardcover),1,2012-02-29T00:00:00-0500,Fear Itself: Black Panther - The Man Without Fear (2011 - Present),14587,19.99,,,,,,
40105,Amazing Spider-Man (1999) #680,680,2012-02-29T00:00:00-0500,Amazing Spider-Man (1999 - 2013),454,3.99,,,,,,
37414,The Twelve (2010) #10,10,2012-02-29T00:00:00-0500,The Twelve (2010 - Present),13445,2.99,,,,,,
40027,Avengers Prime: The Big Three (Trade Paperback),1,2012-02-29T00:00:00-0500,Avengers Prime: The Big Three (2011 - Present),14843,29.99,,,,,,
36592,CARNAGE: FAMILY FEUD TPB (Trade Paperback),1,2012-02-29T00:00:00-0500,CARNAGE: FAMILY FEUD TPB (2010 - Present),12982,19.99,,,,,,
40420,X-MEN LEGACY: FIVE MILES SOUTH OF THE UNIVERSE (Hardcover),1,2012-02-29T00:00:00-0500,X-MEN LEGACY: FIVE MILES SOUTH OF THE UNIVERSE (2011 - Present),15011,19.99,,,,,,
42663,Venom (2011) #13.4,13.4,2012-02-29T00:00:00-0500,Venom (2011 - Present),13911,3.99,,,,,,
34026,Moon Knight (2010) #10,10,2012-02-29T00:00:00-0500,Moon Knight (2010 - 2012),10639,3.99,,,,,,
39699,Six Guns (2011) #5,5,2012-02-29T00:00:00-0500,Six Guns (2011 - 2012),14643,2.99,,,,,,
38256,INVINCIBLE IRON MAN VOL. 8: UNFIXABLE TPB (Trade Paperback),1,2012-02-29T00:00:00-0500,INVINCIBLE IRON MAN VOL. 8: UNFIXABLE TPB (2012 - Present),13772,15.99,,,,,,
41446,THE PUNISHER BY GREG RUCKA VOL. 1 PREMIERE HC (Hardcover),1,2012-02-29T00:00:00-0500,THE PUNISHER BY GREG RUCKA VOL. 1 PREMIERE HC (2011 - Present),15445,19.99,,,,,,
39364,ULTIMATE COMICS ULTIMATES BY JONATHAN HICKMAN VOL. 1 PREMIERE HC (Hardcover),1,2012-02-29T00:00:00-0500,ULTIMATE COMICS ULTIMATES BY JONATHAN HICKMAN VOL. 1 PREMIERE HC (2011 - Present),14319,24.99,,,,,,
36604,FF BY JONATHAN HICKMAN VOL. 1 TPB (Trade Paperback),1,2012-02-29T00:00:00-0500,FF BY JONATHAN HICKMAN VOL. 1 TPB (2010 - Present),12994,15.99,,,,,,
40458,Ultimate Comics X-Men (2010) #8,8,2012-02-29T00:00:00-0500,Ultimate Comics X-Men (2010 - Present),13108,3.99,,,,,,
39844,Uncanny X-Force: The Dark Angel Saga Book 2 (Hardcover),1,2012-02-29T00:00:00-0500,Uncanny X-Force: The Dark Angel Saga Book 2 (2011 - Present),14742,24.99,,,,,,
30876,FEAR ITSELF: HERC PREMIERE HC (Hardcover),1,2012-02-29T00:00:00-0500,FEAR ITSELF: HERC PREMIERE HC (2011),10229,19.99,,,,,,
38686,Ultimate Comics Ultimates  (2011) #7,7,2012-02-29T00:00:00-0500,Ultimate Comics Ultimates  (2011 - Present),13936,3.99,,,,,,
40140,Ka-Zar by Mark Waid & Andy Kubert Vol. 2 (Trade Paperback),1,2012-02-29T00:00:00-0500,Ka-Zar by Mark Waid & Andy Kubert Vol. 2 (2011 - Present),14907,24.99,,,,,,
36632,SPIDER-MAN: THE FANTASTIC SPIDER-MAN TPB (Trade Paperback),1,2012-02-29T00:00:00-0500,SPIDER-MAN: THE FANTASTIC SPIDER-MAN TPB (2010 - Present),13015,19.99,,,,,,
41184,X-Men Legacy: Necrosha (Trade Paperback),1,2012-02-29T00:00:00-0500,X-Men Legacy: Necrosha (2011 - Present),15303,15.99,,,,,,
39320,Astonishing X-Men (2004) #47,47,2012-02-29T00:00:00-0500,Astonishing X-Men (2004 - 2013),744,3.99,,,,,,
38470,X-MEN: FF PREMIERE HC (Trade Paperback),1,2012-02-29T00:00:00-0500,X-MEN: FF PREMIERE HC (2012 - Present),13872,14.99,,,,,,
41204,FF (2010) #15,15,2012-02-29T00:00:00-0500,FF (2010 - 2012),13440,2.99,,,,,,
38207,The Mighty Thor (2011) #11,11,2012-02-22T00:00:00-0500,The Mighty Thor (2011 - 2012),13757,3.99,,,,,,
38797,Fantastic Four (1998) #603,603,2012-02-22T00:00:00-0500,Fantastic Four (1998 - 2012),421,2.99,,,,,,
40870,X-Men (2010) #25,25,2012-02-22T00:00:00-0500,X-Men (2010 - 2013),9906,3.99,,,,,,
38579,Wolverine & the X-Men (2011) #6,6,2012-02-22T00:00:00-0500,Wolverine & the X-Men (2011 - 2014),13910,3.99,,,,,,
40539,Captain America and... (2012) #627,627,2012-02-22T00:00:00-0500,Captain America and... (2012),16325,2.99,,,,,,
40022,Wolverine & Captain America (Trade Paperback),1,2012-02-22T00:00:00-0500,Wolverine & Captain America (2011 - Present),14841,14.99,,,,,,
40417,Avengers: Solo (2011) #5,5,2012-02-22T00:00:00-0500,Avengers: Solo (2011 - 2012),15010,3.99,,,,,,
40095,Spider-Man: The Psas (Trade Paperback),1,2012-02-22T00:00:00-0500,Spider-Man: The Psas (2011 - Present),14887,24.99,,,,,,
30941,IRON MAN 2.0 VOL. 2: ASYMMETRY TPB (Trade Paperback),1,2012-02-22T00:00:00-0500,IRON MAN 2.0 VOL. 2: ASYMMETRY TPB (2012),10373,14.99,,,,,,
40414,X-MEN: PRELUDE TO SCHISM TPB (Hardcover),1,2012-02-22T00:00:00-0500,X-MEN: PRELUDE TO SCHISM TPB (2011 - Present),15008,19.99,,,,,,
38403,Ultimate Comics Spider-Man (2011) #7,7,2012-02-22T00:00:00-0500,Ultimate Comics Spider-Man (2011 - Present),13831,3.99,,,,,,
40208,Deadpool (2008) #51,51,2012-02-22T00:00:00-0500,Deadpool (2008 - 2012),5701,2.99,,,,,,
36888,MARVEL ADVENTURES SPIDERMAN: TANGLED WEB DIGEST (Digest),1,2012-02-22T00:00:00-0500,MARVEL ADVENTURES SPIDERMAN: TANGLED WEB DIGEST (2010 - Present),13149,9.99,,,,,,
42800,Avengers Vs. X-Men Program (2012) #1,1,2012-02-22T00:00:00-0500,Avengers Vs. X-Men Program (2012),16321,0,,,,,,
42238,X-Men: Age of Apocalypse Omnibus (Hardcover),1,2012-02-22T00:00:00-0500,X-Men: Age of Apocalypse Omnibus (2011 - Present),15754,99.99,,,,,,
54101,Star Wars: Dark Times - Out Of The Wilderness (2011) #4,4,2012-02-22T00:00:00-0500,Star Wars: Dark Times - Out Of The Wilderness (2011 - 2012),20144,0,,,,,,
36565,Marvel Adventures Spider-Man (2010) #23,23,2012-02-22T00:00:00-0500,Marvel Adventures Spider-Man (2010 - 2012),9748,2.99,,,,,,
40308,Powers: Supergroup (Hardcover),1,2012-02-22T00:00:00-0500,Powers: Supergroup (2011 - Present),14953,24.99,,,,,,
41540,Deadpool Max 2 (2011) #5,5,2012-02-22T00:00:00-0500,Deadpool Max 2 (2011 - 2012),15482,3.99,,,,,,
39734,Magneto: Not a Hero (2011) #4,4,2012-02-22T00:00:00-0500,Magneto: Not a Hero (2011 - 2012),14683,2.99,,,,,,
40249,Avengers Academy (2010) #26,26,2012-02-22T00:00:00-0500,Avengers Academy (2010 - 2012),9086,2.99,,,,,,
40452,Uncanny X-Force (2010) #22,22,2012-02-22T00:00:00-0500,Uncanny X-Force (2010 - 2012),9976,3.99,,,,,,
40075,Thunderbolts Classic Vol. 2 (Trade Paperback),1,2012-02-22T00:00:00-0500,Thunderbolts Classic Vol. 2 (2011 - Present),14875,29.99,,,,,,
40904,"Wolverine, Punisher & Ghost Rider: Official Index to the Marvel Universe (2011) #7",7,2012-02-22T00:00:00-0500,"Wolverine, Punisher & Ghost Rider: Official Index to the Marvel Universe (2011 - 2012)",15107,3.99,,,,
41902,Avengers: Solo (2011) #5 (Movie Variant),5,2012-02-22T00:00:00-0500,Avengers: Solo (2011 - 2012),15010,3.99,,,,,,
36574,CAPTAIN AMERICA: PRISONER OF WAR TPB (Trade Paperback),1,2012-02-22T00:00:00-0500,CAPTAIN AMERICA: PRISONER OF WAR TPB (2010 - Present),12964,19.99,,,,,,
41987,Strikeforce: Morituri Vol. 2 (Trade Paperback),1,2012-02-22T00:00:00-0500,Strikeforce: Morituri Vol. 2 (2011 - Present),15625,34.99,,,,,,
40728,New Mutants (2010) #38,38,2012-02-22T00:00:00-0500,New Mutants (2010 - 2012),11477,2.99,,,,,,
42218,X-Men: Age of Apocalypse Omnibus (Hardcover),1,2012-02-22T00:00:00-0500,X-Men: Age of Apocalypse Omnibus (2011 - Present),15734,99.99,,,,,,
41396,Quasar Classic Vol. 1 (Trade Paperback),1,2012-02-22T00:00:00-0500,Quasar Classic Vol. 1 (2011 - Present),15417,24.99,,,,,,
36919,Dorothy & the Wizard in Oz (2010) #5,5,2012-02-22T00:00:00-0500,Dorothy & the Wizard in Oz (2010 - 2012),13172,3.99,,,,,,
39607,FEAR ITSELF: UNCANNY X-MEN PREMIERE HC (Hardcover),1,2012-02-22T00:00:00-0500,FEAR ITSELF: UNCANNY X-MEN PREMIERE HC (2011 - Present),14564,19.99,,,,,,
42662,Venom (2011) #13.3,13.3,2012-02-22T00:00:00-0500,Venom (2011 - Present),13911,3.99,,,,,,
40838,X-Men Legacy (2008) #262,262,2012-02-22T00:00:00-0500,X-Men Legacy (2008 - 2012),3754,2.99,,,,,,
40930,Astonishing X-Men by Joss Whedon & John Cassaday Ultimate Collection Book 1 (Trade Paperback),1,2012-02-15T00:00:00-0500,Astonishing X-Men by Joss Whedon & John Cassaday Ultimate Collection Book 1 (2011 - Present),15145,29.99,,,,,,
41635,Essential Hulk Vol. 1 (All-New Edition) (Trade Paperback),1,2012-02-15T00:00:00-0500,Essential Hulk Vol. 1 (All-New Edition) (2011 - Present),15529,19.99,,,,,,
29714,Anita Blake: Circus of the Damned - The Scoundrel (2011) #4,4,2012-02-15T00:00:00-0500,Anita Blake: Circus of the Damned - The Scoundrel (2011),9855,3.99,,,,,,
36511,Daredevil (2011) #9,9,2012-02-15T00:00:00-0500,Daredevil (2011 - 2014),12916,2.99,,,,,,
42234,The Avengers Omnibus (Hardcover),1,2012-02-15T00:00:00-0500,The Avengers Omnibus (2011 - Present),15750,99.99,,,,,,
40226,Invincible Iron Man (2008) #513,513,2012-02-15T00:00:00-0500,Invincible Iron Man (2008 - 2012),4889,3.99,,,,,,
40157,Uncanny X-Men (2011) #7,7,2012-02-15T00:00:00-0500,Uncanny X-Men (2011 - 2012),14914,3.99,,,,,,
35251,New Avengers (2010) #21,21,2012-02-15T00:00:00-0500,New Avengers (2010 - 2012),9922,3.99,,,,,,
36597,DAREDEVIL: REBORN TPB (Trade Paperback),1,2012-02-15T00:00:00-0500,DAREDEVIL: REBORN TPB (2010 - Present),12987,16.99,,,,,,
42587,Incredible Hulk (2011) #3 (2nd Printing Variant),3,2012-02-15T00:00:00-0500,Incredible Hulk (2011 - 2012),14876,3.99,,,,,,
42315,Winter Soldier (2012) #2 (Asm 50th Anniversary Variant),2,2012-02-15T00:00:00-0500,Winter Soldier (2012 - Present),7643,2.99,,,,,,
39260,Avenging Spider-Man (2011) #4,4,2012-02-15T00:00:00-0500,Avenging Spider-Man (2011 - Present),14246,3.99,,,,,,
39365,ULTIMATE COMICS SPIDER-MAN BY BRIAN MICHAEL BENDIS VOL. 1 PREMIERE HC (Hardcover),1,2012-02-15T00:00:00-0500,ULTIMATE COMICS SPIDER-MAN BY BRIAN MICHAEL BENDIS VOL. 1 PREMIERE HC (2011 - Present),14320,24.99,,,,,,
41900,New Avengers (2010) #21 (Movie Variant),21,2012-02-15T00:00:00-0500,New Avengers (2010 - 2012),9922,3.99,,,,,,
41256,Wolverine (2010) #301,301,2012-02-15T00:00:00-0500,Wolverine (2010 - 2012),9962,3.99,,,,,,
41185,X-Force: Necrosha (Trade Paperback),1,2012-02-15T00:00:00-0500,X-Force: Necrosha (2011 - Present),15304,19.99,,,,,,
33096,UNCANNY X-FORCE VOL. 2: DEATHLOK NATION TPB (Trade Paperback),1,2012-02-15T00:00:00-0500,UNCANNY X-FORCE VOL. 2: DEATHLOK NATION TPB (2012),10588,15.99,,,,,,
41110,Amazing Spider-Man (1999) #679.1,679.1,2012-02-15T00:00:00-0500,Amazing Spider-Man (1999 - 2013),454,2.99,,,,,,
36621,Generation Hope (2010) #16,16,2012-02-15T00:00:00-0500,Generation Hope (2010 - 2012),9895,2.99,,,,,,
38822,Winter Soldier (2012) #2,2,2012-02-15T00:00:00-0500,Winter Soldier (2012 - Present),7643,2.99,,,,,,
42225,Spider-Man: Spider-Island Companion (Hardcover),1,2012-02-15T00:00:00-0500,Spider-Man: Spider-Island Companion (2011 - Present),15741,39.99,,,,,,
42170,Venom (2011) #13.2,13.2,2012-02-15T00:00:00-0500,Venom (2011 - Present),13911,2.99,,,,,,
36587,MARVEL ZOMBIES SUPREME TPB (Trade Paperback),1,2012-02-15T00:00:00-0500,MARVEL ZOMBIES SUPREME TPB (2010 - Present),12977,16.99,,,,,,
39950,Fear Itself: The Fearless (2011) #9,9,2012-02-15T00:00:00-0500,Fear Itself: The Fearless (2011 - 2012),14804,2.99,,,,,,
37117,Formic Wars: Silent Strike (2011) #3,3,2012-02-15T00:00:00-0500,Formic Wars: Silent Strike (2011 - 2012),7805,3.99,,,,,,
35233,Avengers (2010) #22,22,2012-02-15T00:00:00-0500,Avengers (2010 - 2012),9085,3.99,,,,,,
40779,Thunderbolts (2006) #170,170,2012-02-15T00:00:00-0500,Thunderbolts (2006 - 2012),18527,2.99,,,,,,
33185,Dark Tower: The Gunslinger - The Way Station (2013) #3,3,2012-02-15T00:00:00-0500,Dark Tower: The Gunslinger - The Way Station (2013),9877,3.99,,,,,,
33798,Halo: Fall of Reach - Invasion (2010) #2,2,2012-02-15T00:00:00-0500,Halo: Fall of Reach - Invasion (2010 - 2012),10707,3.99,,,,,,
42243,The Avengers Omnibus (Hardcover),1,2012-02-15T00:00:00-0500,The Avengers Omnibus (2011 - Present),15759,99.99,,,,,,
39625,Fear Itself: Deadpool (Hardcover),1,2012-02-15T00:00:00-0500,Fear Itself: Deadpool (2011),14095,24.99,,,,,,
40371,X-FACTOR: SUPER UNNATURAL PREMIERE HC (Hardcover),1,2012-02-15T00:00:00-0500,X-FACTOR: SUPER UNNATURAL PREMIERE HC (2011 - Present),14994,19.99,,,,,,
39353,Vengeance (Hardcover),1,2012-02-15T00:00:00-0500,Vengeance (2011 - Present),14308,24.99,,,,,,
40177,X-Factor (2005) #232,232,2012-02-15T00:00:00-0500,X-Factor (2005 - 2013),1035,2.99,,,,,,
32083,THE STAND: THE NIGHT HAS COME PREMIERE HC (Hardcover),1,2012-02-15T00:00:00-0500,THE STAND: THE NIGHT HAS COME PREMIERE HC (2011),10478,24.99,,,,,,
54136,Star Wars: Dawn Of The Jedi - Force Storm (2012) #1,1,2012-02-15T00:00:00-0500,Star Wars: Dawn Of The Jedi - Force Storm (2012),20153,0,,,,,,
40459,Ultimate Comics X-Men (2010) #7,7,2012-02-15T00:00:00-0500,Ultimate Comics X-Men (2010 - Present),13108,3.99,,,,,,
40028,Avengers: Hawkeye - Earth's Mightiest Marksman (Hardcover),1,2012-02-08T00:00:00-0500,Avengers: Hawkeye - Earth's Mightiest Marksman (2011 - Present),14844,24.99,,,,,,
41166,Scarlet Spider (2011) #2,2,2012-02-08T00:00:00-0500,Scarlet Spider (2011 - 2012),15298,2.99,,,,,,
42171,Venom (2011) #13.1,13.1,2012-02-08T00:00:00-0500,Venom (2011 - Present),13911,2.99,,,,,,
39346,Astonishing X-Men: Children of Brood Premiere HC (Hardcover),1,2012-02-08T00:00:00-0500,Astonishing X-Men: Children of Brood Premiere HC (2011 - Present),14301,19.99,,,,,,
41415,Annihilators (Trade Paperback),1,2012-02-08T00:00:00-0500,Annihilators (2011 - Present),15433,19.99,,,,,,
54054,Star Wars: Crimson Empire Iii - Empire Lost (2011) #4,4,2012-02-08T00:00:00-0500,Star Wars: Crimson Empire Iii - Empire Lost (2011 - 2012),20137,0,,,,,,
40074,Spider-Man: The Next Chapter Vol. 2 (Trade Paperback),1,2012-02-08T00:00:00-0500,Spider-Man: The Next Chapter Vol. 2 (2011 - Present),14874,39.99,,,,,,
41090,Deadpool (2008) #50 (NICK BRADSHAW Variant),50,2012-02-08T00:00:00-0500,Deadpool (2008 - 2012),5701,3.99,,,,,,
39393,FEAR ITSELF: HULK PREMIERE HC (Hardcover),1,2012-02-08T00:00:00-0500,FEAR ITSELF: HULK PREMIERE HC (2011 - Present),14348,19.99,,,,,,
42237,JOHN CARTER: A PRINCESS OF MARS GN-TPB (Hardcover),1,2012-02-08T00:00:00-0500,JOHN CARTER: A PRINCESS OF MARS GN-TPB (2011 - Present),15753,99.99,,,,,,
40291,Black Panther: The Most Dangerous Man Alive  (2010) #529,529,2012-02-08T00:00:00-0500,Black Panther: The Most Dangerous Man Alive  (2010 - 2012),11665,2.99,,,,,,
41348,Battle Scars (2011) #4,4,2012-02-08T00:00:00-0500,Battle Scars (2011 - 2012),15370,2.99,,,,,,
40523,Daken: Dark Wolverine (2010) #21,21,2012-02-08T00:00:00-0500,Daken: Dark Wolverine (2010 - 2012),9368,2.99,,,,,,
39511,New Avengers by Brian Michael Bendis (Hardcover),1,2012-02-08T00:00:00-0500,New Avengers by Brian Michael Bendis (2011 - Present),14466,24.99,,,,,,
40356,"Carnage, U.S.A. (2011) #3",3,2012-02-08T00:00:00-0500,"Carnage, U.S.A. (2011 - 2012)",14984,3.99,,,,
54371,Star Wars: Knights Of The Old Republic - War (2012) #2,2,2012-02-08T00:00:00-0500,Star Wars: Knights Of The Old Republic - War (2012),20197,0,,,,,,
38575,Wolverine & the X-Men (2011) #5,5,2012-02-08T00:00:00-0500,Wolverine & the X-Men (2011 - 2014),13910,3.99,,,,,,
35133,Secret Avengers (2010) #22,22,2012-02-08T00:00:00-0500,Secret Avengers (2010 - 2012),9799,3.99,,,,,,
54012,Star Wars: Agent Of The Empire - Iron Eclipse (2011) #3,3,2012-02-08T00:00:00-0500,Star Wars: Agent Of The Empire - Iron Eclipse (2011 - 2012),20123,0,,,,,,
31735,Avengers: The Origin (Trade Paperback),1,2012-02-08T00:00:00-0500,Avengers: The Origin (2011),10062,14.99,,,,,,
39863,MARVEL MASTERWORKS: THE UNCANNY X-MEN VOL. 8 HC (Hardcover),1,2012-02-08T00:00:00-0500,MARVEL MASTERWORKS: THE UNCANNY X-MEN VOL. 8 HC (2011 - Present),14753,59.99,,,,,,
40726,New Mutants (2010) #37,37,2012-02-08T00:00:00-0500,New Mutants (2010 - 2012),11477,2.99,,,,,,
36743,Marvel Adventures Super Heroes (2010) #23,23,2012-02-08T00:00:00-0500,Marvel Adventures Super Heroes (2010 - 2012),9718,2.99,,,,,,
38112,"Anita Blake, Vampire Hunter: The Laughing Corpse Ultimate Collection (Trade Paperback)",1,2012-02-08T00:00:00-0500,"Anita Blake, Vampire Hunter: The Laughing Corpse Ultimate Collection (2012 - Present)",13711,34.99,,,,
41367,ENDERâ€™S SHADOW ULTIMATE COLLECTION Vol. 2 TPB (Trade Paperback),1,2012-02-08T00:00:00-0500,ENDERâ€™S SHADOW ULTIMATE COLLECTION Vol. 2 TPB (2011 - Present),15380,29.99,,,,,,
41720,Northanger Abbey (2011) #4,4,2012-02-08T00:00:00-0500,Northanger Abbey (2011 - 2012),15556,3.99,,,,,,
40029,Avengers: Hawkeye - Earth's Mightiest Marksman (Hardcover),1,2012-02-08T00:00:00-0500,Avengers: Hawkeye - Earth's Mightiest Marksman (2011 - Present),14845,24.99,,,,,,
41064,Essential X-Factor Vol. 4 (Trade Paperback),1,2012-02-08T00:00:00-0500,Essential X-Factor Vol. 4 (2011 - Present),15261,19.99,,,,,,
39763,Defenders (2011) #3,3,2012-02-01T00:00:00-0500,Defenders (2011 - 2012),14701,3.99,,,,,,
40314,JOHN CARTER: THE WORLD OF MARS TPB (Trade Paperback),1,2012-02-01T00:00:00-0500,JOHN CARTER: THE WORLD OF MARS TPB (2011 - Present),14959,14.99,,,,,,
39770,Avengers: X-Sanction (2011) #3,3,2012-02-01T00:00:00-0500,Avengers: X-Sanction (2011 - 2012),14703,3.99,,,,,,
41705,X-Club (2011) #3,3,2012-02-01T00:00:00-0500,X-Club (2011 - 2012),15552,2.99,,,,,,
38821,Winter Soldier (2012) #1,1,2012-02-01T00:00:00-0500,Winter Soldier (2012 - Present),7643,2.99,,,,,,
42303,Venom (2011) #13 (Moore Variant),13,2012-02-01T00:00:00-0500,Venom (2011 - Present),13911,3.99,,,,,,
37417,The Twelve (2010) #9,9,2012-02-01T00:00:00-0500,The Twelve (2010 - Present),13445,2.99,,,,,,
54135,Star Wars: Dawn Of The Jedi (2012),0,2012-02-01T00:00:00-0500,Star Wars: Dawn Of The Jedi (2012),20152,0,,,,,,
42297,Defenders (2011) #3 (I Am a Defender Variant),3,2012-02-01T00:00:00-0500,Defenders (2011 - 2012),14701,3.99,,,,,,
42228,Incredible Hulks: Fall of the Hulks (Hardcover),1,2012-02-01T00:00:00-0500,Incredible Hulks: Fall of the Hulks (2011 - Present),15744,39.99,,,,,,
40178,X-Factor (2005) #231,231,2012-02-01T00:00:00-0500,X-Factor (2005 - 2013),1035,2.99,,,,,,
39957,Fear Itself: The Fearless (2011) #8,8,2012-02-01T00:00:00-0500,Fear Itself: The Fearless (2011 - 2012),14804,2.99,,,,,,
41222,Thor: The Deviants Saga (2011) #4,4,2012-02-01T00:00:00-0500,Thor: The Deviants Saga (2011 - 2012),15312,3.99,,,,,,
42302,Venom (2011) #13 (Simonson Variant),13,2012-02-01T00:00:00-0500,Venom (2011 - Present),13911,3.99,,,,,,
42553,Wolverine & the X-Men (2011) #3 (Wraparound 2nd Printing Variant),3,2012-02-01T00:00:00-0500,Wolverine & the X-Men (2011 - 2014),13910,3.99,,,,,,
41798,Defenders (2011) #3 (Artist Variant),3,2012-02-01T00:00:00-0500,Defenders (2011 - 2012),14701,3.99,,,,,,
42516,"Carnage, U.S.A. (2011) #1 (2nd Printing Variant)",1,2012-02-01T00:00:00-0500,"Carnage, U.S.A. (2011 - 2012)",14984,3.99,,,,
42304,Avengers: X-Sanction (2011) #3 (Churchill Variant),3,2012-02-01T00:00:00-0500,Avengers: X-Sanction (2011 - 2012),14703,3.99,,,,,,
41640,Essential Fantastic Four Vol. 6 (All-New Edition) (Trade Paperback),1,2012-02-01T00:00:00-0500,Essential Fantastic Four Vol. 6 (All-New Edition) (2011 - Present),15534,19.99,,,,,,
29109,Avengers: Hawkeye TPB (Trade Paperback),1,2012-02-01T00:00:00-0500,Avengers: Hawkeye TPB (2013),10054,19.99,,,,,,
40255,Avengers Academy (2010) #25,25,2012-02-01T00:00:00-0500,Avengers Academy (2010 - 2012),9086,2.99,,,,,,
39605,Fear Itself: Heroes for Hire (Hardcover),1,2012-02-01T00:00:00-0500,Fear Itself: Heroes for Hire (2011 - Present),14562,24.99,,,,,,
42305,Avengers: X-Sanction (2011) #3 (Yu Variant),3,2012-02-01T00:00:00-0500,Avengers: X-Sanction (2011 - 2012),14703,3.99,,,,,,
42311,Winter Soldier (2012) #1 (Bermejo Sketch Variant),1,2012-02-01T00:00:00-0500,Winter Soldier (2012 - Present),7643,2.99,,,,,,
39942,The Punisher (2011) #8,8,2012-02-01T00:00:00-0500,The Punisher (2011 - 2012),14019,2.99,,,,,,
40639,Venom (2011) #13,13,2012-02-01T00:00:00-0500,Venom (2011 - Present),13911,3.99,,,,,,
42310,Venom (2011) #13 (Simonson Sketch Variant),13,2012-02-01T00:00:00-0500,Venom (2011 - Present),13911,3.99,,,,,,
40921,Ghost Rider: Official Index to the Marvel Universe GN-TPB (Graphic Novel),1,2012-02-01T00:00:00-0500,Ghost Rider: Official Index to the Marvel Universe GN-TPB (2011 - Present),15136,19.99,,,,,,
40754,Avengers Assemble Vol. 2 (Trade Paperback),1,2012-02-01T00:00:00-0500,Avengers Assemble Vol. 2 (2011 - Present),15069,34.99,,,,,,
40161,Uncanny X-Men (2011) #6,6,2012-02-01T00:00:00-0500,Uncanny X-Men (2011 - 2012),14914,3.99,,,,,,
40455,Uncanny X-Force (2010) #21,21,2012-02-01T00:00:00-0500,Uncanny X-Force (2010 - 2012),9976,3.99,,,,,,
40136,Amazing Spider-Man (1999) #679,679,2012-02-01T00:00:00-0500,Amazing Spider-Man (1999 - 2013),454,3.99,,,,,,
41489,The Twelve: Marvel Must Have (2011) #1,1,2012-02-01T00:00:00-0500,The Twelve: Marvel Must Have (2011 - 2012),15459,3.99,,,,,,
41141,Villains for Hire (2011) #3,3,2012-02-01T00:00:00-0500,Villains for Hire (2011 - 2012),15282,2.99,,,,,,
40649,Hulk (2008) #48,48,2012-02-01T00:00:00-0500,Hulk (2008 - 2012),3374,2.99,,,,,,
39976,Avengers: Hawkeye Solo (Trade Paperback),1,2012-01-25T00:00:00-0500,Avengers: Hawkeye Solo (2011 - Present),14816,24.99,,,,,,
38571,Alpha Flight (2011) #8,8,2012-01-25T00:00:00-0500,Alpha Flight (2011 - 2012),13907,2.99,,,,,,
38214,The Mighty Thor (2011) #10,10,2012-01-25T00:00:00-0500,The Mighty Thor (2011 - 2012),13757,3.99,,,,,,
36902,Captain America: Red Skull (Trade Paperback),1,2012-01-25T00:00:00-0500,Captain America: Red Skull (2010 - Present),13163,15.99,,,,,,
42517,Deadpool (2008) #49.1,49.1,2012-01-25T00:00:00-0500,Deadpool (2008 - 2012),5701,2.99,,,,,,
42139,Fantastic Four (1998) #602 (Venom Variant),602,2012-01-25T00:00:00-0500,Fantastic Four (1998 - 2012),421,2.99,,,,,,
41908,Strikeforce: Morituri Vol. 1 (Trade Paperback),1,2012-01-25T00:00:00-0500,Strikeforce: Morituri Vol. 1 (2011 - Present),15615,34.99,,,,,,
39321,Astonishing X-Men (2004) #46,46,2012-01-25T00:00:00-0500,Astonishing X-Men (2004 - 2013),744,3.99,,,,,,
