character,ability_type
Moridun (Earth-616),Possession
Morwen (Earth-616),Possession
Nathan Summers (Earth-616),Possession
Onslaught (Psychic Entity) (Earth-616),Possession
Phoebe Cuckoo (Earth-616),Possession
Prudence Leighton (Earth-616),Possession
Psynapse (Earth-616),Possession
Qareen (Earth-616),Possession
Requiem (Earth-616),Possession
Ruth Aldine (Earth-616),Possession
Sack (Earth-616),Possession
Shadow King (Earth-616),Possession
Silas Burr (Earth-616),Possession
Sixth Light (Earth-616),Possession
Sophie Cuckoo (Earth-616),Possession
Sublime (Earth-616),Possession
Thahn Ng (Earth-616),Possession
Tran Coy Manh (Earth-616),Possession
Ultron (Earth-616),Possession
Virako (Earth-616),Possession
Worm (Savage Land Mutate) (Earth-616),Possession
Xi'an Coy Manh (Earth-616),Possession
Zaniac (Earth-616),Possession
Zhou Cheng (Earth-616),Possession
Zom (Earth-616),Possession
Zona Cluster-6 (Earth-616),Possession
Absolon Mercator (Earth-616),Power_Amplification
Adam Warlock (Earth-616),Power_Amplification
Adriana Soria (Earth-616),Power_Amplification
Bast (Goddess) (Earth-616),Power_Amplification
Boost (Earth-616),Power_Amplification
Captain Universe (Earth-616),Power_Amplification
Chance (Fallen Angels) (Earth-616),Power_Amplification
Chons (Earth-616),Power_Amplification
Cloot (Earth-616),Power_Amplification
Daniel Drumm (Earth-616),Power_Amplification
En Dwi Gast (Earth-616),Power_Amplification
Fabian Cortez (Earth-616),Power_Amplification
Great Weaver (Earth-616),Power_Amplification
Gregor Smerdyakov (Earth-616),Power_Amplification
Jean Grey (Earth-616),Power_Amplification
Mephisto (Earth-616),Power_Amplification
Michael Nowlan (Earth-616),Power_Amplification
Odin Borson (Earth-616),Power_Amplification
Phoenix Force (Earth-616),Power_Amplification
Sage (Earth-616),Power_Amplification
Stephen Strange (Earth-616),Power_Amplification
Victor Alvarez (Earth-616),Power_Amplification
Z'Cann (Earth-616),Power_Amplification
Zom (Earth-616),Power_Amplification
Absolon Mercator (Earth-616),Power_Bestowal
Adriana Soria (Earth-616),Power_Bestowal
Agamotto (Earth-616),Power_Bestowal
Arnim Zola (Earth-616),Power_Bestowal
Balthakk (Earth-616),Power_Bestowal
Bast (Goddess) (Earth-616),Power_Bestowal
Bes (Earth-616),Power_Bestowal
Captain Universe (Earth-616),Power_Bestowal
Cassandra Nova Xavier (Earth-616),Power_Bestowal
Centurious (Earth-616),Power_Bestowal
Chons (Earth-616),Power_Bestowal
Cloot (Earth-616),Power_Bestowal
Colin Hardy (Earth-616),Power_Bestowal
Cyanide Jane (Earth-616),Power_Bestowal
Cyndriarr (Earth-616),Power_Bestowal
Cyttorak (Earth-616),Power_Bestowal
Death (Earth-616),Power_Bestowal
Dormammu (Earth-616),Power_Bestowal
Dragon of the Moon (Earth-616),Power_Bestowal
En Dwi Gast (Earth-616),Power_Bestowal
En Sabah Nur (Earth-616),Power_Bestowal
Farallah (Earth-616),Power_Bestowal
Fuel (Earth-616),Power_Bestowal
Galactus (Earth-616),Power_Bestowal
Ghaur (Earth-616),Power_Bestowal
Great Weaver (Earth-616),Power_Bestowal
Gregor Smerdyakov (Earth-616),Power_Bestowal
Hadad (Earth-616),Power_Bestowal
Hoggoth (Earth-616),Power_Bestowal
Hope Summers (Earth-616),Power_Bestowal
Ikonn (Earth-616),Power_Bestowal
Infectia (Josephine) (Earth-616),Power_Bestowal
James Braddock Jr. (Earth-616),Power_Bestowal
Joshua Foley (Earth-616),Power_Bestowal
Krakkan (Earth-616),Power_Bestowal
Kubik (Earth-616),Power_Bestowal
Leon Nunez (Earth-616),Power_Bestowal
Lionel Jeffries (Earth-616),Power_Bestowal
Loki Laufeyson (Earth-616),Power_Bestowal
Magnir (Earth-616),Power_Bestowal
Maker (Earth-616),Power_Bestowal
Mark Cadmon (Earth-616),Power_Bestowal
Mephisto (Earth-616),Power_Bestowal
Munnopor (Earth-616),Power_Bestowal
Odin Borson (Earth-616),Power_Bestowal
Oshtur (Earth-616),Power_Bestowal
Owayodata (Earth-616),Power_Bestowal
Phoebus Apollo (Earth-616),Power_Bestowal
Phoenix Force (Earth-616),Power_Bestowal
Pluto (Earth-616),Power_Bestowal
Poseidon Aegaeus (Earth-616),Power_Bestowal
Roger Fieldston (Earth-616),Power_Bestowal
Ruth Bat-Seraph (Earth-616),Power_Bestowal
Sage (Earth-616),Power_Bestowal
Satannish (Earth-616),Power_Bestowal
Shaper of Worlds (Earth-616),Power_Bestowal
Stephen Strange (Earth-616),Power_Bestowal
Sublime (Earth-616),Power_Bestowal
Superior (Bastards of Evil) (Earth-616),Power_Bestowal
Thomas Gideon (Earth-616),Power_Bestowal
Thulsa Doom (Earth-616),Power_Bestowal
Tiboro (Earth-616),Power_Bestowal
Thomas Gideon (Earth-616),Power_Bestowal
Thulsa Doom (Earth-616),Power_Bestowal
Tiboro (Earth-616),Power_Bestowal
Valtorr (Earth-616),Power_Bestowal
Watoomb (Earth-616),Power_Bestowal
Zeus Panhellenios (Earth-616),Power_Bestowal
Air-Walker (Automaton) (Earth-616),Power_Cosmic
Alison Blaire (Earth-616),Power_Cosmic
Ardina (Earth-616),Power_Cosmic
Death (Earth-616),Power_Cosmic
Frankie Raye (Earth-616),Power_Cosmic
Gabe Acheron (Earth-616),Power_Cosmic
Gabriel Lan (Earth-616),Power_Cosmic
Gabriel Lan (Heroes Reborn) (Earth-616),Power_Cosmic
Galactus (Earth-616),Power_Cosmic
Galactus (Heroes Reborn) (Earth-616),Power_Cosmic
Heralds of Galactus (Earth-616),Power_Cosmic
Hiro-Kala (Earth-616),Power_Cosmic
Jonathan Storm (Earth-616),Power_Cosmic
Kl'rt (Heroes Reborn) (Earth-616),Power_Cosmic
Lambda-Zero (Earth-616),Power_Cosmic
Morg (Earth-616),Power_Cosmic
Norrin Radd (Earth-616),Power_Cosmic
Plasma (Heroes Reborn) (Earth-616),Power_Cosmic
Praeter (Mike) (Earth-616),Power_Cosmic
Pyreus Kril (Earth-616),Power_Cosmic
Pyreus Kril (Heroes Reborn) (Earth-616),Power_Cosmic
Randau (Earth-616),Power_Cosmic
Red Shift (Earth-616),Power_Cosmic
S'Byll (Earth-616),Power_Cosmic
Sequoia (Earth-616),Power_Cosmic
Shalla-Bal (Earth-616),Power_Cosmic
Suzi Endo (Earth-616),Power_Cosmic
Tyros (Earth-616),Power_Cosmic
Tyros (Heroes Reborn) (Earth-616),Power_Cosmic
Uni-Mind (Ghaur) (Earth-616),Power_Cosmic
Victor von Doom (Earth-616),Power_Cosmic
Administrator (Earth-616),Power_Mimicry
Amalgam (Earth-616),Power_Mimicry
Awesome Android (Earth-616),Power_Mimicry
Black Swan (Earth-616),Power_Mimicry
Calvin Rankin (Earth-616),Power_Mimicry
Charlotte Witter (Earth-616),Power_Mimicry
Dirtnap (Earth-616),Power_Mimicry
Domina (Earth-616),Power_Mimicry
Erich Paine (Earth-616),Power_Mimicry
Everett Thomas (Earth-616),Power_Mimicry
Gabriel Summers (Earth-616),Power_Mimicry
Gideon (Earth-616),Power_Mimicry
Hope Summers (Earth-616),Power_Mimicry
Josef Huber (Earth-616),Power_Mimicry
Junzo Muto (Earth-616),Power_Mimicry
Karl Lykos (Earth-616),Power_Mimicry
Louis Dexter (Earth-616),Power_Mimicry
Marius St. Croix (Earth-616),Power_Mimicry
Meggan Puceanu (Earth-616),Power_Mimicry
Michael Pointer (Earth-616),Power_Mimicry
Norman Osborn (Earth-616),Power_Mimicry
Onslaught (Psychic Entity) (Earth-616),Power_Mimicry
Paragon (A.I.M.) (Earth-616),Power_Mimicry
Richard Palance (Earth-616),Power_Mimicry
Rogue (Anna Marie) (Earth-616),Power_Mimicry
Spunje (Earth-616),Power_Mimicry
Super Android (Earth-616),Power_Mimicry
Super-Adaptoid (Earth-616),Power_Mimicry
Vanessa Carlysle (Earth-616),Power_Mimicry
Aaron the Sorcerer (Earth-616),Power_Negation
Absolon Mercator (Earth-616),Power_Negation
Addison Falk (Earth-616),Power_Negation
Ahura Boltagon (Earth-616),Power_Negation
Anteus (Earth-616),Power_Negation
Augustus (Earth-616),Power_Negation
Caretaker (Blood) (Earth-616),Power_Negation
Carmilla Black (Earth-616),Power_Negation
Cassandra Nova Xavier (Earth-616),Power_Negation
Chance (Fallen Angels) (Earth-616),Power_Negation
Chetfield Murray (Earth-616),Power_Negation
Claudine Renko (Earth-616),Power_Negation
Desak Sterixian (Earth-616),Power_Negation
Douglas Carmody (Earth-616),Power_Negation
Eileen Harsaw (Earth-616),Power_Negation
Ghaur (Earth-616),Power_Negation
Gianna Esperanza (Earth-616),Power_Negation
Goat-Faced Girl (Earth-616),Power_Negation
Harek Korgon (Earth-616),Power_Negation
Henry Wallinger (Earth-616),Power_Negation
James Marks (Earth-616),Power_Negation
Jean Grey (Earth-616),Power_Negation
Joshua Foley (Earth-616),Power_Negation
Julio Richter (Earth-616),Power_Negation
Kayama Inouye (Earth-616),Power_Negation
Kevin Tremain (Earth-616),Power_Negation
Kim Il Sung (Earth-616),Power_Negation
Leech (Earth-616),Power_Negation
Lynn Richards (Earth-616),Power_Negation
Marius St. Croix (Earth-616),Power_Negation
Marshall Stone III (Earth-616),Power_Negation
Martha Johansson (Earth-616),Power_Negation
Mikhail Rasputin (Earth-616),Power_Negation
Nanny (Magneto's Robot) (Earth-616),Power_Negation
Nathaniel Essex (Earth-616),Power_Negation
Nazi Doctor (Legion Personality) (Earth-616),Power_Negation
Norrin Radd (Earth-616),Power_Negation
Remy LeBeau (Earth-616),Power_Negation
Rita Wayword (Earth-616),Power_Negation
Roger Fieldston (Earth-616),Power_Negation
Rogue (Anna Marie) (Earth-616),Power_Negation
Ruth Bat-Seraph (Earth-616),Power_Negation
Static (Neo) (Earth-616),Power_Negation
Steven Shaffran (Earth-616),Power_Negation
Syphon (Warpies) (Earth-616),Power_Negation
The Composite Being (Earth-616),Power_Negation
Truth (Earth-616),Power_Negation
Uatu (Earth-616),Power_Negation
Wanda Maximoff (Earth-616),Power_Negation
Wipeout (Earth-616),Power_Negation
Wundarr (Earth-616),Power_Negation
X-51 (Earth-616),Power_Negation
Ashake (Egyptian) (Earth-616),Power_Sensing
Caliban (Earth-616),Power_Sensing
Cerebra (Sentinel) (Earth-616),Power_Sensing
Cerebro (Founder) (Earth-616),Power_Sensing
Desak Sterixian (Earth-616),Power_Sensing
Everett Thomas (Earth-616),Power_Sensing
Hawkshaw (Earth-616),Power_Sensing
Hope Summers (Earth-616),Power_Sensing
Jean Grey (Earth-616),Power_Sensing
Lionel Jeffries (Earth-616),Power_Sensing
Marius St. Croix (Earth-616),Power_Sensing
Modred (Earth-616),Power_Sensing
Monet St. Croix (Earth-616),Power_Sensing
Nathan Summers (Earth-616),Power_Sensing
Nocculus (Earth-616),Power_Sensing
Onslaught (Psychic Entity) (Earth-616),Power_Sensing
Orwell (Earth-616),Power_Sensing
Paradox (Strange) (Earth-616),Power_Sensing
Rax (Earth-616),Power_Sensing
Sage (Earth-616),Power_Sensing
Sarah Ryall (Earth-616),Power_Sensing
Tsu-Zana (Earth-616),Power_Sensing
Urn (Earth-616),Power_Sensing
Eddie Gunnam (Earth-616),Probability_Manipulation
Felicia Hardy (Earth-616),Probability_Manipulation
Henrietta Hunter (Earth-616),Probability_Manipulation
Jennifer Stavros (Earth-616),Probability_Manipulation
Molly Fitzgerald (Earth-616),Probability_Manipulation
Neena Thurman (Earth-616),Probability_Manipulation
Ruth Aldine (Earth-616),Probability_Manipulation
Steven Shaffran (Earth-616),Probability_Manipulation
Wanda Maximoff (Clone) (Earth-616),Probability_Manipulation
Wanda Maximoff (Earth-616),Probability_Manipulation
William Kaplan (Earth-616),Probability_Manipulation
"Annie (Noh-Varr, Construct) (Earth-616)",Psionic_Entities
Benjamin Franklin (Earth-616),Psionic_Entities
Brian Banner (Earth-616),Psionic_Entities
Cannibal (Earth-616),Psionic_Entities
Cassandra Nova Xavier (Earth-616),Psionic_Entities
Charles Xavier (Entity) (Earth-616),Psionic_Entities
En Sabah Nur (Earth-616),Psionic_Entities
Gil Jeffers (Earth-616),Psionic_Entities
Gor-Tok (Earth-616),Psionic_Entities
Great Weaver (Earth-616),Psionic_Entities
K'rll (Earth-616),Psionic_Entities
Kevin MacTaggert (Earth-616),Psionic_Entities
Kuan-Yin Xorn (Earth-616),Psionic_Entities
Leah (Construct) (Earth-616),Psionic_Entities
Malice (Marauders) (Earth-616),Psionic_Entities
Merree (Construct) (Earth-616),Psionic_Entities
Onslaught (Psychic Entity) (Earth-616),Psionic_Entities
Patriot (Entity) (Earth-616),Psionic_Entities
Phoenix Force (Earth-616),Psionic_Entities
Qareen (Earth-616),Psionic_Entities
Quintavius Quire (Earth-616),Psionic_Entities
Ralph Hutchins (Earth-616),Psionic_Entities
Santo Vaccarro (Earth-616),Psionic_Entities
Shadow King (Earth-616),Psionic_Entities
Shathra (Earth-616),Psionic_Entities
Silas Burr (Earth-616),Psionic_Entities
Thahn Ng (Earth-616),Psionic_Entities
Valkyrie (Thor's Madness Embodied) (Earth-616),Psionic_Entities
William Baker (Earth-616),Psionic_Entities
Arkady Rossovich (Earth-616),Psychic_Vampires
Bennet du Paris (Earth-616),Psychic_Vampires
Caliban (Earth-616),Psychic_Vampires
Claire Voyant (Earth-616),Psychic_Vampires
Crimson (Earth-616),Psychic_Vampires
Cul Borson (Earth-616),Psychic_Vampires
David Haller (Earth-616),Psychic_Vampires
Deathwatch (Earth-616),Psychic_Vampires
Desak Sterixian (Earth-616),Psychic_Vampires
Galactus (Earth-616),Psychic_Vampires
Gayle Edgerton (Earth-616),Psychic_Vampires
Jacob Lashinski (Earth-616),Psychic_Vampires
K'rll (Earth-616),Psychic_Vampires
Lifeforce (Earth-616),Psychic_Vampires
Lorna Dane (Earth-616),Psychic_Vampires
Madelyne Pryor (Earth-616),Psychic_Vampires
Marius St. Croix (Earth-616),Psychic_Vampires
Melody Jacobs (Earth-616),Psychic_Vampires
Nils Styger (Earth-616),Psychic_Vampires
Omega Red (Omega Clan) (Earth-616),Psychic_Vampires
Omega White (Earth-616),Psychic_Vampires
Pavel Chenklo (Earth-616),Psychic_Vampires
Pluto (Earth-616),Psychic_Vampires
Pryor Cashman (Earth-616),Psychic_Vampires
Ramora (Earth-616),Psychic_Vampires
Randall Jessup (Earth-616),Psychic_Vampires
Roderick Campbell (Earth-616),Psychic_Vampires
Sapphire Styx (Earth-616),Psychic_Vampires
Selene Gallio (Earth-616),Psychic_Vampires
Shiklah (Earth-616),Psychic_Vampires
Siphon (Earth-616),Psychic_Vampires
Supergiant (Earth-616),Psychic_Vampires
Suvik Senyaka (Earth-616),Psychic_Vampires
Tara (Children of the Comet) (Earth-616),Psychic_Vampires
Tom Morgan (Earth-616),Psychic_Vampires
Vessel (Earth-616),Psychic_Vampires
Walker (Deity) (Earth-616),Psychic_Vampires
Ahura Boltagon (Earth-616),Psychic_Weapon
Ahura Boltagon (Kang) (Earth-616),Psychic_Weapon
Amina Synge (Earth-616),Psychic_Weapon
Danielle Moonstar (Earth-616),Psychic_Weapon
Elizabeth Braddock (Earth-616),Psychic_Weapon
Heidi Franklin (Earth-616),Psychic_Weapon
Quintavius Quire (Earth-616),Psychic_Weapon
Wicked (Earth-616),Psychic_Weapon
Abigail Burns (Earth-616),Pyrokinesis
Absolon Mercator (Earth-616),Pyrokinesis
Addison Falk (Earth-616),Pyrokinesis
Advisor (Earth-616),Pyrokinesis
Alexi Cronos (Earth-616),Pyrokinesis
Amara Aquilla (Earth-616),Pyrokinesis
Ananym (Earth-616),Pyrokinesis
Andrea Roarke (Earth-616),Pyrokinesis
Angel Salvadore (Earth-616),Pyrokinesis
Angelica Jones (Earth-616),Pyrokinesis
Antonio (Earth-616),Pyrokinesis
Arides (Earth-616),Pyrokinesis
Armand Galante (Earth-616),Pyrokinesis
Barbara DeGioia (Earth-616),Pyrokinesis
Basil Elks (Earth-616),Pyrokinesis
Ben Hamill (Earth-616),Pyrokinesis
Bonita Juarez (Earth-616),Pyrokinesis
Bridgit Shane (Earth-616),Pyrokinesis
Brushfire (Earth-616),Pyrokinesis
Butane (Earth-616),Pyrokinesis
Byron Calley (Earth-616),Pyrokinesis
Carol Campbell (Earth-616),Pyrokinesis
Charles Burlingame (Earth-616),Pyrokinesis
Chilly McHotpants (Earth-616),Pyrokinesis
Chrell (Earth-616),Pyrokinesis
Claire Voyant (Earth-616),Pyrokinesis
Clea (Earth-616),Pyrokinesis
Cosmic Man (Midas) (Earth-616),Pyrokinesis
Cristal Lemieux (Earth-616),Pyrokinesis
Crystalia Amaquelin (Earth-616),Pyrokinesis
Cyndi (Legion Personality) (Earth-616),Pyrokinesis
D'Spayre (Earth-616),Pyrokinesis
Daimon Hellstrom (Earth-616),Pyrokinesis
Daniel Ketch (Earth-616),Pyrokinesis
Dante Pertuz (Earth-616),Pyrokinesis
Demona Hellstrom (Earth-616),Pyrokinesis
Dormammu (Earth-616),Pyrokinesis
Dude Jensen (Earth-616),Pyrokinesis
Embyrre (Earth-616),Pyrokinesis
Erich Paine (Earth-616),Pyrokinesis
Ethan Warren (Earth-616),Pyrokinesis
Ex Nihila (Earth-616),Pyrokinesis
Ex Nihilo (Earth-616),Pyrokinesis
Explosa (Earth-616),Pyrokinesis
Fahd Alireza (Earth-616),Pyrokinesis
Feuer (Earth-616),Pyrokinesis
Fever Pitch (Earth-616),Pyrokinesis
Fire (Elementals) (Earth-616),Pyrokinesis
Fireball (Earth-616),Pyrokinesis
Firebrand (Amanda) (Earth-616),Pyrokinesis
Firebug (Earth-616),Pyrokinesis
Firefall (First Line) (Earth-616),Pyrokinesis
Firestryke (Earth-616),Pyrokinesis
Flambé (Earth-616),Pyrokinesis
Frank Cortez (Earth-616),Pyrokinesis
Frankie Raye (Earth-616),Pyrokinesis
Fuego (Earth-616),Pyrokinesis
G-Type (Earth-616),Pyrokinesis
Gaea (Earth-616),Pyrokinesis
Germaine Caruso (Earth-616),Pyrokinesis
Ghost Rider (Kale) (Earth-616),Pyrokinesis
Ghost Rider (Native American) (Earth-616),Pyrokinesis
Ghoul (Killer) (Earth-616),Pyrokinesis
Gravemoss (Earth-616),Pyrokinesis
Gulliver Jones (Earth-616),Pyrokinesis
Hadad (Earth-616),Pyrokinesis
Hiro Sokuto (Earth-616),Pyrokinesis
Hodinn (Praetorian) (Earth-616),Pyrokinesis
Human Torch (Android) (Earth-616),Pyrokinesis
Ian McNee (Earth-616),Pyrokinesis
Idie Okonkwo (Earth-616),Pyrokinesis
Invader-1 (Earth-616),Pyrokinesis
Jack Castle (Earth-616),Pyrokinesis
Jack Starsmore (Earth-616),Pyrokinesis
"James Lucas, Jr. (Earth-616)",Pyrokinesis
James Taylor James (Earth-616),Pyrokinesis
Jason Pierce (Earth-616),Pyrokinesis
Jean Grey (Earth-616),Pyrokinesis
Jean Grey (Skrull) (Earth-616),Pyrokinesis
Jericho Drumm (Earth-616),Pyrokinesis
Jerran Ko (Earth-616),Pyrokinesis
John (Mutant) (Earth-616),Pyrokinesis
Johnathon Blaze (Earth-616),Pyrokinesis
Jonathan Storm (Earth-616),Pyrokinesis
Jubilation Lee (Earth-616),Pyrokinesis
Juliana Worthing (Earth-616),Pyrokinesis
Jutta (Earth-616),Pyrokinesis
Kl'rt (Earth-616),Pyrokinesis
Kwan Zhao (Earth-616),Pyrokinesis
Lev (Earth-616),Pyrokinesis
Leyu Yoshida (Earth-616),Pyrokinesis
Linda Littletrees (Earth-616),Pyrokinesis
Lockheed (Earth-616),Pyrokinesis
Lois London (Earth-616),Pyrokinesis
Lucia Page (Earth-616),Pyrokinesis
Madame Drache (Earth-616),Pyrokinesis
Magnitude (Earth-616),Pyrokinesis
Malcolm Reeves (Earth-616),Pyrokinesis
Malcolm Whitman (Earth-616),Pyrokinesis
Mallen (Earth-616),Pyrokinesis
Mantis (Earth-616),Pyrokinesis
Mark Todd (Earth-616),Pyrokinesis
Marsha Rosenberg (Earth-616),Pyrokinesis
Mary Walker (Earth-616),Pyrokinesis
Marya Meshkov (Earth-616),Pyrokinesis
María Aracely Penalba (Earth-616),Pyrokinesis
Max Kelvin (Legion Personality) (Earth-616),Pyrokinesis
Meggan Puceanu (Earth-616),Pyrokinesis
Michael Twoyoungmen (Earth-616),Pyrokinesis
Michi Sasaki (Earth-616),Pyrokinesis
Min Li Ng (Earth-616),Pyrokinesis
Modred (Earth-616),Pyrokinesis
Molten Man-Thing (Earth-616),Pyrokinesis
Moridun (Earth-616),Pyrokinesis
Mustard (Warpies) (Earth-616),Pyrokinesis
Neal Shaara (Earth-616),Pyrokinesis
Nicodemus (Mutant) (Earth-616),Pyrokinesis
Nikoh (Earth-616),Pyrokinesis
Oninay (Earth-616),Pyrokinesis
Onslaught (Psychic Entity) (Earth-616),Pyrokinesis
Ophis (Earth-616),Pyrokinesis
Paige Guthrie (Earth-616),Pyrokinesis
Peliali (Earth-616),Pyrokinesis
Peter Hunter (Earth-616),Pyrokinesis
Peter Wisdom (Earth-616),Pyrokinesis
Phoenix (Hatchitech) (Earth-616),Pyrokinesis
Phoenix Force (Earth-616),Pyrokinesis
Phoenix Messiah (Demon) (Earth-616),Pyrokinesis
Pieter Altmann (Earth-616),Pyrokinesis
Prudence Leighton (Earth-616),Pyrokinesis
Pyreus Kril (Earth-616),Pyrokinesis
Pyromania (Nolan) (Earth-616),Pyrokinesis
Richard Dennison (Earth-616),Pyrokinesis
Richard Palance (Earth-616),Pyrokinesis
Roberto Reyes (Earth-616),Pyrokinesis
Rogue (Anna Marie) (Earth-616),Pyrokinesis
Rose Delany (Earth-616),Pyrokinesis
Russell Collins (Earth-616),Pyrokinesis
Salamander (Earth-616),Pyrokinesis
Salamandra (Earth-616),Pyrokinesis
Sam Yurimoto (Earth-616),Pyrokinesis
Samantha McGee (Earth-616),Pyrokinesis
Satana Hellstrom (Earth-616),Pyrokinesis
Sebastian (Earth-616),Pyrokinesis
Selene Gallio (Earth-616),Pyrokinesis
Sheila Donner (Earth-616),Pyrokinesis
Shiro Yoshida (Earth-616),Pyrokinesis
Silas King (Earth-616),Pyrokinesis
Shiro Yoshida (Earth-616),Pyrokinesis
Silas King (Earth-616),Pyrokinesis
Simon Bretnor (Earth-616),Pyrokinesis
Siri (Skrull) (Earth-616),Pyrokinesis
Slag (Earth-616),Pyrokinesis
Spark (Inhuman) (Earth-616),Pyrokinesis
St. John Allerdyce (Earth-616),Pyrokinesis
Starbolt (Earth-616),Pyrokinesis
Starbolt II (Earth-616),Pyrokinesis
Steinbeck (Earth-616),Pyrokinesis
Stepford Cuckoos (Earth-616),Pyrokinesis
Steven Levins (Earth-616),Pyrokinesis
Super Android (Earth-616),Pyrokinesis
Surtur (Earth-616),Pyrokinesis
Tamara Kurtz (Earth-616),Pyrokinesis
Temugin (Earth-616),Pyrokinesis
Terrance Sorenson (Earth-616),Pyrokinesis
Terrance Sorenson (Skrull) (Earth-616),Pyrokinesis
Thog (Earth-616),Pyrokinesis
Thomas Cassidy (Earth-616),Pyrokinesis
Thomas Raymond (Earth-616),Pyrokinesis
Timothy Dugan (Skrull) (Earth-616),Pyrokinesis
Tommy Ng (Earth-616),Pyrokinesis
Tony Romeo (Earth-616),Pyrokinesis
Umar (Earth-616),Pyrokinesis
Uni-Mind (Ghaur) (Earth-616),Pyrokinesis
Vengeance (Kowalski) (Earth-616),Pyrokinesis
Venkat Katregadda (Earth-616),Pyrokinesis
Vincent Stewart (Earth-616),Pyrokinesis
Vulcan (First Line) (Earth-616),Pyrokinesis
Watchfire (Earth-616),Pyrokinesis
William Boddicker (Earth-616),Pyrokinesis
William Kaplan (Earth-616),Pyrokinesis
Xavin (Earth-616),Pyrokinesis
Zaoxing (Earth-616),Pyrokinesis
Zarathos (Earth-616),Pyrokinesis
Zon (Earth-616),Pyrokinesis
Absolon Mercator (Earth-616),Reality_Warpers
Agent Anesthesia (Earth-616),Reality_Warpers
Arcadia DeVille (Earth-616),Reality_Warpers
Arnold Lundberg (Earth-616),Reality_Warpers
Axel Asher (Earth-616),Reality_Warpers
Beyonder (Earth-616),Reality_Warpers
Cloot (Earth-616),Reality_Warpers
Curtis Doyle (Earth-616),Reality_Warpers
David Haller (Earth-616),Reality_Warpers
Death (Earth-616),Reality_Warpers
Dormammu (Earth-616),Reality_Warpers
Eden Fesi (Earth-616),Reality_Warpers
Eternity (Earth-616),Reality_Warpers
Franklin Richards (Earth-616),Reality_Warpers
Gaia (Earth-616),Reality_Warpers
Galactus (Earth-616),Reality_Warpers
Grace Lavreaux (Earth-616),Reality_Warpers
In-Betweener (Earth-616),Reality_Warpers
Infant Terrible (Earth-616),Reality_Warpers
James Braddock Jr. (Earth-616),Reality_Warpers
James Jaspers (Earth-616),Reality_Warpers
Jean Grey (Earth-616),Reality_Warpers
Jonathan N. York (Earth-616),Reality_Warpers
Joseph Calhoun (Earth-616),Reality_Warpers
Joshua Ayers (Earth-616),Reality_Warpers
Kevin MacTaggert (Earth-616),Reality_Warpers
Kubik (Earth-616),Reality_Warpers
Leonard Gary (Earth-616),Reality_Warpers
Lord Chaos (Earth-616),Reality_Warpers
Luminous (Earth-616),Reality_Warpers
Madelyne Pryor (Earth-616),Reality_Warpers
Maker (Earth-616),Reality_Warpers
Master Order (Earth-616),Reality_Warpers
Mephisto (Earth-616),Reality_Warpers
Mikhail Rasputin (Earth-616),Reality_Warpers
Morgan le Fay (Earth-616),Reality_Warpers
Nina (Mannite) (Earth-616),Reality_Warpers
Onslaught (Psychic Entity) (Earth-616),Reality_Warpers
Owen Reece (Earth-616),Reality_Warpers
Parker Robbins (Earth-616),Reality_Warpers
Plokta (Earth-616),Reality_Warpers
Rachel Argosy (Earth-616),Reality_Warpers
Richard Jones (Earth-616),Reality_Warpers
Robert Reynolds (Earth-616),Reality_Warpers
Scatterbrain (Falcon Enemy) (Earth-616),Reality_Warpers
Shaper of Worlds (Earth-616),Reality_Warpers
Sleepwalker (Earth-616),Reality_Warpers
Stranger (Cosmic Being) (Earth-616),Reality_Warpers
Supreme Intelligence (Earth-616),Reality_Warpers
Tamara Devoux (Earth-616),Reality_Warpers
The Storyteller (Gavin) (Earth-616),Reality_Warpers
Thomas Gideon (Earth-616),Reality_Warpers
Trevor Chase (Earth-616),Reality_Warpers
Veeda Leebre (Earth-616),Reality_Warpers
Wanda Maximoff (Earth-616),Reality_Warpers
Warp Savant (Earth-616),Reality_Warpers
"William Evans, Jr. (Earth-616)",Reality_Warpers
William Kaplan (Earth-616),Reality_Warpers
Z'Reg (Earth-616),Reality_Warpers
Absalom (Earth-616),Regeneration
Achilles (Helmut) (Earth-616),Regeneration
Adam Brashear (Earth-616),Regeneration
Adam Neramani (Earth-616),Regeneration
Administrator (Earth-616),Regeneration
Agent Pratt (Earth-616),Regeneration
Aginar (Earth-616),Regeneration
Ajax (Pantheon) (Earth-616),Regeneration
Akihiro (Earth-616),Regeneration
Alyssa (Earth-616),Regeneration
Amatsu-Mikaboshi (Earth-616),Regeneration
Ame-No-Mi-Kumari (Earth-616),Regeneration
Amir (Earth-616),Regeneration
Amora (Earth-616),Regeneration
Ana Cortes (Earth-616),Regeneration
Ananym (Earth-616),Regeneration
Andreas Zorba (Earth-616),Regeneration
Aquaria Neptunia (Earth-616),Regeneration
Archibald Dyker (Earth-616),Regeneration
Arkon (Earth-616),Regeneration
Arthur Douglas (Earth-616),Regeneration
Arthur Woodman (Earth-616),Regeneration
Ash Minnick (Earth-616),Regeneration
Atalanta (Pantheon) (Earth-616),Regeneration
Automaton (Earth-616),Regeneration
Avery Connor (Earth-616),Regeneration
Axeman Bone (Earth-616),Regeneration
Azura (Earth-616),Regeneration
Barbara Morse (Earth-616),Regeneration
Batragon (Earth-616),Regeneration
Bennet du Paris (Earth-616),Regeneration
Bes (Earth-616),Regeneration
