character,ability_type
James Howlett (Earth-70105),Leaping
James Howlett (Earth-807128),Leaping
James Howlett (Earth-81156),Leaping
James Howlett (Earth-8545),Leaping
James Howlett (Earth-900),Leaping
James Howlett (Earth-90411),Leaping
James Howlett (Earth-90816),Leaping
James Howlett (Earth-91119),Leaping
James Howlett (Earth-94831),Leaping
James Howlett (Earth-97193),Leaping
James Howlett (Earth-97799),Leaping
James Howlett (Earth-9811),Leaping
James Howlett (Earth-98193),Leaping
James Howlett (Earth-9997),Leaping
James Howlett (Earth-BWXP),Leaping
James Howlett (Earth-TRN064),Leaping
James Howlett (Earth-TRN414),Leaping
James Howlett (Earth-TRN416),Leaping
James Howlett (Earth-TRN417),Leaping
James Howlett (Earth-TRN517),Leaping
James Howlett (Earth-TRN533),Leaping
James Howlett (Mojoverse),Leaping
James Howlett (Onslaught Reborn) (Earth-616),Leaping
James Hudson Jr. (Earth-1610),Leaping
James Madrox (Cortex) (Earth-616),Leaping
Jarko Grimwood (Earth-26320),Leaping
Jazinda Kl'rt-Spawn (Earth-616),Leaping
Jennifer LeBeau (Earth-9602),Leaping
Jennifer Walters (Earth-20051),Leaping
Jennifer Walters (Earth-616),Leaping
Jennifer Walters (Earth-91119),Leaping
Jenny (Dead Girl) (Earth-616),Leaping
Johann Schmidt (Earth-12041),Leaping
Johann Shmidt (Earth-59662),Leaping
John Eisenhart (Earth-928),Leaping
John Falsworth (Earth-616),Leaping
John Greycrow (Earth-161),Leaping
John Greycrow (Earth-616),Leaping
"John Howlett, Jr. (Earth-4011)",Leaping
John Jonah Jameson III (Earth-616),Leaping
John Jones (Earth-9602),Leaping
Johnathon Blaze (Earth-616),Leaping
Johnathon Blaze (Earth-91119),Leaping
Jolen (Earth-616),Leaping
Jonathan Garrett (Earth-616),Leaping
Jonathan Hart (Earth-616),Leaping
Jonathan Martin (Earth-93060),Leaping
Jonathan Richards (Earth-967),Leaping
Joshua Foley (Earth-616),Leaping
Joshua Guthrie (Earth-616),Leaping
Jubilation Lee (Earth-13729),Leaping
Jubilation Lee (Earth-616),Leaping
Julia Cornwall (Earth-616),Leaping
Kallark (Earth-616),Leaping
Karima Shapandar (Earth-616),Leaping
Kendall Logan (Earth-9811),Leaping
Kenji Uedo (Earth-11022),Leaping
Kenji Uedo (Earth-616),Leaping
Kevin Green (Earth-93060),Leaping
Adrian Defoe (Earth-616),Liquid_Form
Bitmap (Earth-616),Liquid_Form
Brain Trust (Earth-295),Liquid_Form
Carl Aalston (Earth-616),Liquid_Form
Cell (Earth-616),Liquid_Form
Cessily Kincaid (Earth-58163),Liquid_Form
Cessily Kincaid (Earth-616),Liquid_Form
Dancing Water (Earth-616),Liquid_Form
Darkwater (Eurth),Liquid_Form
Deluge (Avatars) (Earth-616),Liquid_Form
Divinity (Earth-41001),Liquid_Form
Divinity (Heroes Reborn) (Earth-616),Liquid_Form
Eva (Earth-616),Liquid_Form
Eye-Scream (Earth-616),Liquid_Form
Glynis Zarkov (Earth-616),Liquid_Form
Hazmat (Earth-691),Liquid_Form
John Lopez (Earth-616),Liquid_Form
Keith Kilham (Earth-50701),Liquid_Form
Lemuel Dorcas (Earth-616),Liquid_Form
Mary Jane Watson (Clone) (Earth-92131),Liquid_Form
Milk (Earth-9047),Liquid_Form
Morris Bench (Earth-534834),Liquid_Form
Morris Bench (Earth-616),Liquid_Form
Morris Bench (Earth-70237),Liquid_Form
Morris Bench (Earth-912),Liquid_Form
Morris Bench (Earth-92131),Liquid_Form
Morris Bench (Earth-TRN160),Liquid_Form
Pisces (Ecliptic) (Earth-616),Liquid_Form
Plazm (Earth-616),Liquid_Form
Reed Richards (Earth-98630),Liquid_Form
Siegsoldat (Earth-1610),Liquid_Form
Theodore Slaght (Earth-616),Liquid_Form
Think Tank (Earth-616),Liquid_Form
Torrent (Earth-616),Liquid_Form
Tucker (mutant) (Earth-616),Liquid_Form
Vincente Cimetta (Earth-295),Liquid_Form
Vincente Cimetta (Earth-616),Liquid_Form
Water (Earth-7122),Liquid_Form
Water (Elementals) (Earth-616),Liquid_Form
Water God (Earth-928),Liquid_Form
Zeeshan (Earth-616),Liquid_Form
Characters by Physical Features,Liquid_Form
Superhuman Durability,Liquid_Form
Asgardian Races,Magicians
Fairies,Magicians
Magic Immunity,Magicians
Sorcerer Supreme,Magicians
Sorcerer Supreme Candidate,Magicians
Aamshed (Earth-616),Magicians
Aaron the Sorcerer (Earth-616),Magicians
Abara and Cadabra (Earth-616),Magicians
Abarac (Earth-616),Magicians
Abigail Harkness (Earth-616),Magicians
Abu Ben Hakim (Earth-616),Magicians
Abyss (Earth-616),Magicians
Adam K'ad-Mon (Earth-616),Magicians
Adena (Earth-2772),Magicians
Adria (Earth-616),Magicians
Adversary (Earth-616),Magicians
Aeish (Earth-616),Magicians
Aerika Harkness (Earth-982),Magicians
Agamotto (Earth-20051),Magicians
Agamotto (Earth-616),Magicians
Agatha Harkness (Earth-11052),Magicians
Agatha Harkness (Earth-22795),Magicians
Agatha Harkness (Earth-616),Magicians
Agatha Harkness (Earth-730784),Magicians
Agatha Harkness (Earth-791218),Magicians
Agatha Harkness (Earth-9510),Magicians
Agatha Harkness (Earth-9997),Magicians
Agatha Harkness (Earth-TRN047),Magicians
Agent Crimson (Earth-616),Magicians
Ahadi (Earth-9590),Magicians
Ainet (Earth-616),Magicians
Albert Destine (Earth-616),Magicians
Alder Revery (Earth-616),Magicians
Aleister Kane (Earth-616),Magicians
Alfeo Spinosa (Earth-616),Magicians
Algernon Crowe (Earth-616),Magicians
Amatsu-Mikaboshi (Earth-616),Magicians
Amergin (Earth-616),Magicians
Amora (Earth-11418),Magicians
Amora (Earth-11911),Magicians
Amora (Earth-12131),Magicians
Amora (Earth-20051),Magicians
Amora (Earth-2149),Magicians
Amora (Earth-3515),Magicians
Amora (Earth-5631),Magicians
Amora (Earth-616),Magicians
Amora (Earth-8096),Magicians
Amora (Earth-81225),Magicians
Amora (Earth-90251),Magicians
Amora (Earth-91119),Magicians
Amora (Earth-9997),Magicians
Amora (Earth-TRN562),Magicians
Amora (Heroes Reborn) (Earth-616),Magicians
Ananym (Earth-616),Magicians
Ancient One (Earth-92131),Magicians
Andrea Vecchiato (Earth-1610),Magicians
Andreï (Earth-928),Magicians
Andvari (Earth-616),Magicians
Angela (Earth-311),Magicians
Anita Blake (Earth-97534),Magicians
Anneka (Earth-616),Magicians
Anthony Baskerville (Earth-616),Magicians
Anthony Druid (Earth-2149),Magicians
Anthony Druid (Earth-616),Magicians
Anthony Druid (Earth-691),Magicians
Anthony Druid (Earth-791218),Magicians
Anthony Druid (Earth-89112),Magicians
Anthony Stark (Earth-928),Magicians
Anthony Stark (Earth-9810),Magicians
Arcanna Jones (Earth-13034),Magicians
Arcanna Jones (Earth-712),Magicians
Archenemy (Earth-616),Magicians
Archimage (Earth-93060),Magicians
Ard-Con (Earth-616),Magicians
Ariann Wright (Earth-616),Magicians
Arioch (Earth-616),Magicians
Artabazus (Earth-616),Magicians
Arthur Moore (Earth-616),Magicians
Ashake (Egyptian) (Earth-616),Magicians
Askella (Earth-616),Magicians
Astrid Mordo (Earth-616),Magicians
Astriel (Earth-616),Magicians
Atalis (Earth-616),Magicians
Athena Parthenos (Earth-616),Magicians
Augustyne Phyffe (Earth-616),Magicians
Ayesha of Balobedu (Earth-616),Magicians
Azaziah (Earth-616),Magicians
Azimuth (Earth-616),Magicians
Baba Yaga (Earth-616),Magicians
Balder Blake (Earth-9811),Magicians
Balthakk (Earth-616),Magicians
Balthar (Earth-616),Magicians
Bardello (Earth-616),Magicians
Basilio Rez (Earth-616),Magicians
Basilisk (Demon) (Earth-616),Magicians
Bast (Goddess) (Earth-616),Magicians
Bayan (Earth-616),Magicians
Belaric Marcosa (Earth-616),Magicians
Belasco (Earth-616),Magicians
Belasco (Earth-8545),Magicians
Bellos (Earth-616),Magicians
Benedicto de Vica Severtes (Earth-616),Magicians
Benjamin Jones (Earth-712),Magicians
Benny Barumpbump (Earth-9047),Magicians
Bentley Wittman (Earth-616),Magicians
Bezial (Earth-616),Magicians
Bhodan Shkuro (Earth-161),Magicians
Blackagar Boltagon (Skrull) (Earth-616),Magicians
Blue (Earth-2772),Magicians
Bombu (Earth-616),Magicians
Boneyard (Earth-93060),Magicians
Boneyard (Earth-TRN310),Magicians
Book (Earth-93060),Magicians
Boremamuu (Earth-8311),Magicians
Borjigin Byambyn Khenbish (Earth-616),Magicians
Bragi (Earth-616),Magicians
Brazman (Earth-6799),Magicians
Brendan Rathcoole (Earth-616),Magicians
Bres (Earth-616),Magicians
Brian Kornfield (Earth-616),Magicians
Bromagdon (Earth-616),Magicians
Brona (Earth-616),Magicians
Bronwen Gryffn (Earth-616),Magicians
Brother Mutant (Earth-127),Magicians
Brutacus (Earth-9997),Magicians
Buel (Earth-616),Magicians
Buka (Earth-616),Magicians
Buri (Earth-616),Magicians
Cagliostro (O-Bengh) (Earth-616),Magicians
Calcabrina (Earth-616),Magicians
Calizuma (Earth-616),Magicians
Callisto (Earth-2030),Magicians
Calypso Ezili (Earth-9391),Magicians
Captain British (Earth-9047),Magicians
Carlton Beatrice (Earth-616),Magicians
Carlton Sanders (Earth-616),Magicians
Casiolena (Earth-616),Magicians
Catherine Deshayes (Earth-616),Magicians
Ceranda (Earth-616),Magicians
Cesare (Earth-1610),Magicians
Chaga (Earth-616),Magicians
Chan Ho Yin (Earth-199999),Magicians
Chandu (Earth-616),Magicians
Charles Benton (Earth-616),Magicians
Charles LeJeune (Earth-616),Magicians
Charles Ronalds (Earth-616),Magicians
Charles Xavier (Earth-9602),Magicians
Chen K'an (Earth-7711),Magicians
Chiga (Earth-616),Magicians
Chthon (Earth-616),Magicians
Chthon (Earth-TRN461),Magicians
Cigam (Earth-616),Magicians
Clara Knowles (Earth-616),Magicians
Clea (Earth-13584),Magicians
Clea (Earth-311),Magicians
Clea (Earth-616),Magicians
Clea (Earth-83840),Magicians
Clea (Earth-9810),Magicians
Clea (Earth-9997),Magicians
Clea (Earth-TRN533),Magicians
Clea Strange (Earth-71166),Magicians
Cleanex (Earth-9047),Magicians
Cleolanthe (Earth-616),Magicians
Cleook (Earth-95019),Magicians
Cloot (Earth-616),Magicians
Clothilde (Earth-616),Magicians
Cody Fleischer (Earth-616),Magicians
Cold Winter (Earth-616),Magicians
Colàbrun (Earth-616),Magicians
Cotton Mather (Earth-616),Magicians
Count Kaoz (Earth-616),Magicians
Crotus (Earth-616),Magicians
Cyndriarr (Earth-616),Magicians
Cynthia von Doom (Earth-616),Magicians
Cynthia von Doom (Earth-9997),Magicians
Cyrus Black (Earth-616),Magicians
Cyrus Black (Earth-83840),Magicians
Daemond (Earth-616),Magicians
Dafydd ap Iowerth (Earth-616),Magicians
Daimon Hellstrom (Earth-928),Magicians
Dakimh (Earth-616),Magicians
Dakimh (Earth-89112),Magicians
Dakor (Earth-616),Magicians
Dangerous Jinn (Earth-616),Magicians
Daniel Drumm (Earth-616),Magicians
Daniel Drumm (Earth-98091),Magicians
Danii Melvin (Earth-9602),Magicians
Dara (Hypnotist) (Earth-616),Magicians
Dark Rider (Earth-616),Magicians
Darkcore (Earth-928),Magicians
Darklore (Earth-616),Magicians
David Alleyne (Earth-616),Magicians
User:Deadpool the merc,Magicians
Demara (Earth-2772),Magicians
Demon Lords of Stasis (Earth-616),Magicians
Demonicus (Mordo's Apprentice) (Earth-616),Magicians
Demons (Earth-6799),Magicians
Dire Wraiths,Magicians
Dirk Bane (Earth-TRN564),Magicians
Djadao (Earth-20051),Magicians
Django Maximoff (Earth-616),Magicians
Doctor Strange (Earth-1298),Magicians
Domini (Earth-616),Magicians
Doop (Earth-616),Magicians
Dormagus (Earth-982),Magicians
Hannibal King (Earth-616),Magicians
Hans (Sinister) (Earth-616),Magicians
Harold Osborn (Earth-1610),Magicians
Hebe Panhellenios (Earth-616),Magicians
Hector (Pantheon) (Earth-616),Magicians
Heimdall (Earth-616),Magicians
Hela (Earth-616),Magicians
Hellverine (Earth-616),Magicians
Henri Huang (Earth-928),Magicians
Henry Logan (Earth-9602),Magicians
Henry McCoy (Earth-1031),Magicians
Henry McCoy (Earth-10330),Magicians
Henry McCoy (Earth-1036),Magicians
Henry McCoy (Earth-1038),Magicians
Henry McCoy (Earth-12),Magicians
Henry McCoy (Earth-1298),Magicians
Henry McCoy (Earth-15104),Magicians
Henry McCoy (Earth-161),Magicians
Henry McCoy (Earth-1610),Magicians
Henry McCoy (Earth-20051),Magicians
Henry McCoy (Earth-2122),Magicians
Henry McCoy (Earth-21993),Magicians
Henry McCoy (Earth-295),Magicians
Henry McCoy (Earth-398),Magicians
Henry McCoy (Earth-4321),Magicians
Henry McCoy (Earth-5113),Magicians
Henry McCoy (Earth-523002),Magicians
Henry McCoy (Earth-5692),Magicians
Henry McCoy (Earth-70105),Magicians
Henry McCoy (Earth-721),Magicians
Henry McCoy (Earth-763),Magicians
Henry McCoy (Earth-77995),Magicians
Henry McCoy (Earth-80219),Magicians
Henry McCoy (Earth-807128),Magicians
Henry McCoy (Earth-811),Magicians
Henry McCoy (Earth-81727),Magicians
Henry McCoy (Earth-8320),Magicians
Henry McCoy (Earth-8545),Magicians
Henry McCoy (Earth-8649),Magicians
Henry McCoy (Earth-90227),Magicians
Henry McCoy (Earth-9105),Magicians
Henry McCoy (Earth-9670),Magicians
Henry McCoy (Earth-9916),Magicians
Henry McCoy (Earth-9997),Magicians
Henry McCoy (X-Beast) (Earth-616),Magicians
Hephaestus Aetnaeus (Earth-616),Magicians
Hera (Earth-9602),Magicians
Hercules (Demi-God) (Earth-616),Magicians
Hercules (Earth-5692),Magicians
Hermes Diaktoros (Earth-616),Magicians
Herr Kleiser (Earth-1610),Magicians
Hippolyta (Earth-616),Magicians
Hiro-Kala (Earth-616),Magicians
Hobgoblin (Secret War) (Earth-616),Magicians
Hope Summers (Earth-616),Magicians
Hope Summers (Earth-91119),Magicians
Hudson Logan (Earth-982),Magicians
Hui Lin (Earth-616),Magicians
Hulk (Robert Bruce Banner),Magicians
Hydra Prime 001 (Earth-616),Magicians
Hydra (Olympian Beast) (Earth-616),Magicians
Hyperion (Earth-12041),Magicians
Ian Zola (Earth-616),Magicians
Imhotep (Demon) (Earth-616),Magicians
Inari (Earth-616),Magicians
Inez Temple (Earth-616),Magicians
Inhumans (Skrull) (Earth-616),Magicians
Inner Demons (Earth-616),Magicians
J'onn J'onzz (Earth-9602),Magicians
Jack Dio (Earth-616),Magicians
Jack Harrison (Earth-616),Magicians
Jack Russell (Earth-616),Magicians
Jack Russell (Earth-91119),Magicians
Jack Taggart (Earth-199999),Magicians
"Jacob Gavin, Jr. (Earth-616)",Magicians
Jacqueline Falsworth (Earth-616),Magicians
James Howlett (Earth-10005),Magicians
James Howlett (Earth-1004),Magicians
James Howlett (Earth-1005),Magicians
James Howlett (Earth-1008),Magicians
James Howlett (Earth-10245),Magicians
James Howlett (Earth-1031),Magicians
James Howlett (Earth-1033),Magicians
James Howlett (Earth-1034),Magicians
James Howlett (Earth-1081),Magicians
James Howlett (Earth-12),Magicians
James Howlett (Earth-12025),Magicians
James Howlett (Earth-12131),Magicians
James Howlett (Earth-1298),Magicians
James Howlett (Earth-13133),Magicians
James Howlett (Earth-1610),Magicians
James Howlett (Earth-199406),Magicians
James Howlett (Earth-2149),Magicians
James Howlett (Earth-2182),Magicians
James Howlett (Earth-21993),Magicians
James Howlett (Earth-24133),Magicians
James Howlett (Earth-295),Magicians
James Howlett (Earth-33900),Magicians
James Howlett (Earth-3470),Magicians
James Howlett (Earth-34922),Magicians
James Howlett (Earth-50701),Magicians
James Howlett (Earth-5631),Magicians
James Howlett (Earth-5700),Magicians
James Howlett (Earth-58163),Magicians
James Howlett (Earth-600123),Magicians
James Howlett (Earth-616),Magicians
James Howlett (Earth-6195),Magicians
James Howlett (Earth-70105),Magicians
James Howlett (Earth-807128),Magicians
James Howlett (Earth-81156),Magicians
James Howlett (Earth-8545),Magicians
James Howlett (Earth-900),Magicians
James Howlett (Earth-90411),Magicians
James Howlett (Earth-90816),Magicians
James Howlett (Earth-91119),Magicians
James Howlett (Earth-94831),Magicians
James Howlett (Earth-97193),Magicians
James Howlett (Earth-97799),Magicians
James Howlett (Earth-9811),Magicians
James Howlett (Earth-98193),Magicians
James Howlett (Earth-9997),Magicians
James Howlett (Earth-BWXP),Magicians
James Howlett (Earth-TRN064),Magicians
James Howlett (Earth-TRN414),Magicians
James Howlett (Earth-TRN416),Magicians
James Howlett (Earth-TRN417),Magicians
James Howlett (Earth-TRN517),Magicians
James Howlett (Earth-TRN533),Magicians
James Howlett (Mojoverse),Magicians
James Howlett (Onslaught Reborn) (Earth-616),Magicians
James Hudson Jr. (Earth-1610),Magicians
James Madrox (Cortex) (Earth-616),Magicians
Jarko Grimwood (Earth-26320),Magicians
Jazinda Kl'rt-Spawn (Earth-616),Magicians
Jennifer LeBeau (Earth-9602),Magicians
Jennifer Walters (Earth-20051),Magicians
Jennifer Walters (Earth-616),Magicians
Jennifer Walters (Earth-91119),Magicians
Jenny (Dead Girl) (Earth-616),Magicians
Johann Schmidt (Earth-12041),Magicians
Johann Shmidt (Earth-59662),Magicians
John Eisenhart (Earth-928),Magicians
John Falsworth (Earth-616),Magicians
John Greycrow (Earth-161),Magicians
John Greycrow (Earth-616),Magicians
"John Howlett, Jr. (Earth-4011)",Magicians
John Jonah Jameson III (Earth-616),Magicians
John Jones (Earth-9602),Magicians
Johnathon Blaze (Earth-616),Magicians
Johnathon Blaze (Earth-91119),Magicians
Jolen (Earth-616),Magicians
Jonathan Garrett (Earth-616),Magicians
Jonathan Hart (Earth-616),Magicians
Jonathan Martin (Earth-93060),Magicians
Jonathan Richards (Earth-967),Magicians
Joshua Foley (Earth-616),Magicians
Joshua Guthrie (Earth-616),Magicians
Jubilation Lee (Earth-13729),Magicians
Jubilation Lee (Earth-616),Magicians
Julia Cornwall (Earth-616),Magicians
Kallark (Earth-616),Magicians
Karima Shapandar (Earth-616),Magicians
Kendall Logan (Earth-9811),Magicians
Kenji Uedo (Earth-11022),Magicians
Kenji Uedo (Earth-616),Magicians
Kevin Green (Earth-93060),Magicians
Air-Walker (Automaton) (Earth-616),Magnetokinesis
Aki (Earth-101001),Magnetokinesis
Alexi Nikolai (Earth-9602),Magnetokinesis
Andrea Haggard (Earth-616),Magnetokinesis
Aundray Phelps (Earth-616),Magnetokinesis
Bloodaxe (Enchanted Axe),Magnetokinesis
Brother Mutant (Earth-127),Magnetokinesis
Calvin Rankin (Earth-5423),Magnetokinesis
Calvin Rankin (Earth-58163),Magnetokinesis
Crystalia Amaquelin (Earth-616),Magnetokinesis
Deathlok-Class Units (Earth-TRN254),Magnetokinesis
Dinesh Deol (Earth-616),Magnetokinesis
Dynamic Man (Earth-616),Magnetokinesis
Eighty-Five (Earth-691),Magnetokinesis
Eileen Harsaw (Earth-58163),Magnetokinesis
Eileen Harsaw (Earth-616),Magnetokinesis
Electron (Imperial Guard) (Earth-616),Magnetokinesis
Elliot Boggs (Earth-1610),Magnetokinesis
Enrique (Earth-311),Magnetokinesis
Erich Paine (Earth-616),Magnetokinesis
Erik Lehnsherr (Earth-10005),Magnetokinesis
Erik Lehnsherr (Earth-11052),Magnetokinesis
Erik Lehnsherr (Earth-295),Magnetokinesis
Erik Lehnsherr (Earth-523004),Magnetokinesis
Erik Lehnsherr (Earth-77995),Magnetokinesis
Erik Lehnsherr (Earth-8107),Magnetokinesis
Erik Lehnsherr (Earth-91119),Magnetokinesis
Erik Lehnsherr (Earth-95099),Magnetokinesis
Erik Lehnsherr (Earth-97400),Magnetokinesis
Erik Lensherr (Earth-1610),Magnetokinesis
Erik Magnus (Earth-58163),Magnetokinesis
Erik Magnus (Earth-9602),Magnetokinesis
Erika Lehnsherr (Earth-812145),Magnetokinesis
Gabriel Lan (Earth-616),Magnetokinesis
Gabriel Shepherd (Earth-616),Magnetokinesis
Hans Lehnsherr (Earth-9602),Magnetokinesis
Harold Stark (Earth-9602),Magnetokinesis
Hope Summers (Earth-616),Magnetokinesis
Hope Summers (Earth-91119),Magnetokinesis
Hunk Larken (Earth-616),Magnetokinesis
Jodi Furman (Earth-199406),Magnetokinesis
Jodi Furman (Earth-616),Magnetokinesis
Jonathan Richards (Earth-967),Magnetokinesis
Jonathan Storm (Earth-7712),Magnetokinesis
Kuan-Yin Xorn (Earth-616),Magnetokinesis
Lodestone (Warpies) (Earth-616),Magnetokinesis
Lorna Dane (Earth-1298),Magnetokinesis
Lorna Dane (Earth-1610),Magnetokinesis
Lorna Dane (Earth-21993),Magnetokinesis
Lorna Dane (Earth-32098),Magnetokinesis
Lorna Dane (Earth-3931),Magnetokinesis
Lorna Dane (Earth-41001),Magnetokinesis
Lorna Dane (Earth-616),Magnetokinesis
Lorna Dane (Earth-77995),Magnetokinesis
Lorna Dane (Earth-8149),Magnetokinesis
Lorna Dane (Earth-92131),Magnetokinesis
Lorna Dane (Earth-94040),Magnetokinesis
Lorna Dane (Earth-95169),Magnetokinesis
Lorna Dane (Earth-9997),Magnetokinesis
Lorna Magnus (Earth-58163),Magnetokinesis
Magneta (Earth-982),Magnetokinesis
Magnetic Man (Earth-616),Magnetokinesis
Magnitude (Earth-616),Magnetokinesis
Magnus Lehnsherr (Earth-27),Magnetokinesis
Magsquito (Earth-8311),Magnetokinesis
Mainframe (Earth-982),Magnetokinesis
Mandarin's Rings,Magnetokinesis
Max Eisenhardt (Earth-1033),Magnetokinesis
Max Eisenhardt (Earth-1036),Magnetokinesis
Max Eisenhardt (Earth-110),Magnetokinesis
Max Eisenhardt (Earth-12131),Magnetokinesis
Max Eisenhardt (Earth-1298),Magnetokinesis
Max Eisenhardt (Earth-13017),Magnetokinesis
Max Eisenhardt (Earth-13133),Magnetokinesis
Max Eisenhardt (Earth-2149),Magnetokinesis
Max Eisenhardt (Earth-21993),Magnetokinesis
Max Eisenhardt (Earth-29007),Magnetokinesis
Max Eisenhardt (Earth-2988),Magnetokinesis
Max Eisenhardt (Earth-30847),Magnetokinesis
Max Eisenhardt (Earth-32098),Magnetokinesis
Max Eisenhardt (Earth-39259),Magnetokinesis
Max Eisenhardt (Earth-42777),Magnetokinesis
Max Eisenhardt (Earth-50701),Magnetokinesis
Max Eisenhardt (Earth-5423),Magnetokinesis
Max Eisenhardt (Earth-6109),Magnetokinesis
Max Eisenhardt (Earth-61112),Magnetokinesis
Max Eisenhardt (Earth-616),Magnetokinesis
Max Eisenhardt (Earth-691),Magnetokinesis
Max Eisenhardt (Earth-7964),Magnetokinesis
Max Eisenhardt (Earth-811),Magnetokinesis
Max Eisenhardt (Earth-8110),Magnetokinesis
Max Eisenhardt (Earth-9105),Magnetokinesis
Max Eisenhardt (Earth-92700),Magnetokinesis
Max Eisenhardt (Earth-94041),Magnetokinesis
Max Eisenhardt (Earth-94831),Magnetokinesis
Max Eisenhardt (Earth-956),Magnetokinesis
Max Eisenhardt (Earth-957),Magnetokinesis
Max Eisenhardt (Earth-9590),Magnetokinesis
Max Eisenhardt (Earth-9591),Magnetokinesis
Max Eisenhardt (Earth-976),Magnetokinesis
Max Eisenhardt (Earth-98193),Magnetokinesis
Max Eisenhardt (Earth-9916),Magnetokinesis
Max Eisenhardt (Earth-9997),Magnetokinesis
Max Eisenhardt (Earth-BWXP),Magnetokinesis
Max Eisenhardt (Earth-TRN416),Magnetokinesis
Max Eisenhardt (Earth-TRN533),Magnetokinesis
Max Eisenhardt (Joseph) (Earth-616),Magnetokinesis
MeMe (Mutant) (Earth-616),Magnetokinesis
Mercedes Knight (Earth-616),Magnetokinesis
Milos Masaryk (Earth-616),Magnetokinesis
Molyb (Earth-616),Magnetokinesis
Monica Rambeau (Earth-398),Magnetokinesis
Monica Rambeau (Earth-70105),Magnetokinesis
Mortimer Toynbee (Earth-9997),Magnetokinesis
Natalia Romanova (Earth-717),Magnetokinesis
Nathaniel Grey (Earth-295),Magnetokinesis
Nomi Blume (Earth-1610),Magnetokinesis
Norrin Radd (Earth-616),Magnetokinesis
Onslaught (Psychic Entity) (Earth-616),Magnetokinesis
Onslaught (Psychic Entity) (Earth-TRN533),Magnetokinesis
Otto Octavius (Earth-1610),Magnetokinesis
Peotor (Earth-772),Magnetokinesis
Pietro Maximoff (Earth-TRN225),Magnetokinesis
Rask (Earth-616),Magnetokinesis
Rat (Earth-101001),Magnetokinesis
Red Shift (Earth-616),Magnetokinesis
Red Shift's Swords,Magnetokinesis
Rogue (Anna Marie) (Earth-295),Magnetokinesis
Shane Lee (Earth-928),Magnetokinesis
Shen Xorn (Earth-616),Magnetokinesis
Siena Blaze (Earth-616),Magnetokinesis
Stan Lee (Earth-13122),Magnetokinesis
Syndicate (Luke and Matthew) (Earth-1610),Magnetokinesis
Temugin (Earth-616),Magnetokinesis
Ultron (Earth-616),Magnetokinesis
Victor Mancha (Earth-5421),Magnetokinesis
Victor Mancha (Earth-616),Magnetokinesis
Victor von Doom (Earth-121698),Magnetokinesis
Voletta Todd (Earth-616),Magnetokinesis
Vykin (Earth-9602),Magnetokinesis
Zala Dane (Earth-616),Magnetokinesis
Carl Creel (Earth-11080),Matter_Absorption
Carl Creel (Earth-11126),Matter_Absorption
Carl Creel (Earth-11911),Matter_Absorption
Carl Creel (Earth-12041),Matter_Absorption
Carl Creel (Earth-1298),Matter_Absorption
Carl Creel (Earth-13122),Matter_Absorption
Carl Creel (Earth-20051),Matter_Absorption
Carl Creel (Earth-21119),Matter_Absorption
Carl Creel (Earth-2149),Matter_Absorption
Carl Creel (Earth-22000),Matter_Absorption
Carl Creel (Earth-295),Matter_Absorption
Carl Creel (Earth-534834),Matter_Absorption
Carl Creel (Earth-5631),Matter_Absorption
Carl Creel (Earth-58163),Matter_Absorption
Carl Creel (Earth-600026),Matter_Absorption
Carl Creel (Earth-6109),Matter_Absorption
Carl Creel (Earth-616),Matter_Absorption
Carl Creel (Earth-730784),Matter_Absorption
Carl Creel (Earth-807128),Matter_Absorption
Carl Creel (Earth-8096),Matter_Absorption
Carl Creel (Earth-8101),Matter_Absorption
Carl Creel (Earth-8545),Matter_Absorption
Carl Creel (Earth-89721),Matter_Absorption
Carl Creel (Earth-90211),Matter_Absorption
Carl Creel (Earth-90251),Matter_Absorption
Carl Creel (Earth-9411),Matter_Absorption
Carl Creel (Earth-9811),Matter_Absorption
Carl Creel (Earth-9997),Matter_Absorption
Cosmic Cube,Matter_Absorption
David Banner (Earth-400083),Matter_Absorption
Edward Osako (Earth-928),Matter_Absorption
El Papamondo (Earth-9602),Matter_Absorption
Glom (Earth-616),Matter_Absorption
Glynis Zarkov (Earth-616),Matter_Absorption
Jerry Sledge (Earth-616),Matter_Absorption
Kamal el Alaoui (Earth-616),Matter_Absorption
Leslie Gesneria (Earth-616),Matter_Absorption
Mandarin's Rings,Matter_Absorption
Metallax the Untamer (Legion Personality) (Earth-616),Matter_Absorption
Mondo (Earth-616),Matter_Absorption
Olvido (Earth-616),Matter_Absorption
Scott Washington (Earth-616),Matter_Absorption
Thomas Lightner (Earth-616),Matter_Absorption
Trudy Creel (Earth-9811),Matter_Absorption
William Baker (Earth-616),Matter_Absorption
William Baker (Earth-TRN461),Matter_Absorption
Transmutation,Matter_Manipulation
Absolon Mercator (Earth-616),Matter_Manipulation
Abyss (Earth-616),Matter_Manipulation
Adam Warlock (Earth-616),Matter_Manipulation
Addison Falk (Earth-616),Matter_Manipulation
Adolf Impossible (Earth-616),Matter_Manipulation
Agent X-13 (Earth-TRN253),Matter_Manipulation
Air-Walker (Automaton) (Earth-616),Matter_Manipulation
Alexander Patel (Earth-616),Matter_Manipulation
Alicia Masters (Earth-9997),Matter_Manipulation
Alpha (Mutant) (Earth-616),Matter_Manipulation
Amatsu-Mikaboshi (Earth-616),Matter_Manipulation
