id,title,issueNumber,issue_date,series_title,series_id,print_price
40467,Fantastic Four (1998) #607,607,2012-06-13T00:00:00-0400,Fantastic Four (1998 - 2012),421,2.99
25188,Fantastic Four (1998) #576,576,2010-02-24T00:00:00-0500,Fantastic Four (1998 - 2012),421,2.99
20765,Dead of Night (1973) #9,9,-0001-11-30T00:00:00-0500,Dead of Night (1973),3898,0
18422,Warlock and the Infinity Watch (1992) #18,18,1993-07-10T00:00:00-0400,Warlock and the Infinity Watch (1992 - 1995),3654,0
36929,Ultimate Comics Captain America (2010) #3,3,2011-03-02T00:00:00-0500,Ultimate Comics Captain America (2010 - 2011),13181,3.99
39582,Marvel Masterworks: Atlas Era Strange Tales (Hardcover),1,2011-10-19T00:00:00-0400,Marvel Masterworks: Atlas Era Strange Tales (2011 - Present),14537,64.99
8715,Ghost Rider (1973) #10,10,1975-02-10T00:00:00-0500,Ghost Rider (1973 - 1983),2013,0.25
49787,Winter Soldier: The Bitter March (2014) #2,2,2014-03-19T00:00:00-0400,Winter Soldier: The Bitter March (2014 - Present),18701,3.99
9796,Journey Into Mystery (1952) #99,99,1963-12-10T00:00:00-0500,Journey Into Mystery (1952 - 1966),2032,0.12
28888,Official Handbook of the Marvel Universe a to Z Vol. 13 (Hardcover),0,2010-04-07T00:00:00-0400,Official Handbook of the Marvel Universe a to Z Vol. 13 (2010 - Present),8850,24.99
22777,Generation X (1994) #48,48,1999-02-10T00:00:00-0500,Generation X (1994 - 2001),6256,0
22760,Generation X (1994) #32,32,1997-11-10T00:00:00-0500,Generation X (1994 - 2001),6256,0
16190,Laurell K. Hamilton's Anita Blake - Vampire Hunter: The First Death (2007) #2,2,2007-10-31T00:00:00-0400,Laurell K. Hamilton's Anita Blake - Vampire Hunter: The First Death (2007),2539,3.99
47965,All-New X-Factor (2014) #4,4,2014-03-12T00:00:00-0400,All-New X-Factor (2014 - Present),18136,3.99
28024,Marvel Masterworks: The Mighty Thor Vol. 9 (Hardcover),0,2010-10-20T00:00:00-0400,Marvel Masterworks: The Mighty Thor Vol. 9 (2010 - Present),8988,54.99
30182,Secret Warriors (2008) #22,22,2010-11-24T00:00:00-0500,Secret Warriors (2008 - 2011),6796,2.99
10698,Sgt. Fury and His Howling Commandos (1963) #4,4,1963-11-10T00:00:00-0500,Sgt. Fury and His Howling Commandos (1963 - 1974),2067,0
46410,Savage Wolverine (2013) #5,5,2013-05-29T00:00:00-0400,Savage Wolverine (2013 - Present),17539,3.99
23452,Quasar (1999) #50,50,1993-09-10T00:00:00-0400,Quasar (1999 - 1994),6682,2.95
38502,Ultimate Comics Avengers Vs New Ultimates (2010) #4 (HITCH VARIANT),4,2011-05-18T00:00:00-0400,Ultimate Comics Avengers Vs New Ultimates (2010 - 2011),12615,3.99
5067,Marvel Previews (2005) #38,38,2006-09-27T00:00:00-0400,Marvel Previews (2005 - 2007),666,0.99
22916,Son of Hulk (2008) #6,6,2008-12-24T00:00:00-0500,Son of Hulk (2008 - 2010),5002,2.99
1111,Peter Parker: Spider-Man Vol. IV: Trials and Tribulations (Trade Paperback),0,2003-04-16T00:00:00-0400,Peter Parker: Spider-Man Vol. IV: Trials and Tribulations (2003),171,9.99
12230,X-Factor (1986) #15,15,1987-04-10T00:00:00-0400,X-Factor (1986 - 1998),2098,0
10502,Paradise X (2002) #7,7,2003-01-01T00:00:00-0500,Paradise X (2002 - 2003),2059,0
16577,Spider-Man/Red Sonja (2007) #3,3,2007-10-10T00:00:00-0400,Spider-Man/Red Sonja (2007),2671,2.99
8463,Deadpool (1997) #10,10,1997-11-10T00:00:00-0500,Deadpool (1997 - 2002),2005,0
16839,Astonishing (1951) #41,41,1955-09-10T00:00:00-0400,Astonishing (1951 - 1957),2982,0
13021,Fantastic Four (1961) #213,213,1979-12-10T00:00:00-0500,Fantastic Four (1961 - 1998),2121,0.4
21719,Iron Man: Director of S.H.I.E.L.D. (2007) #32,32,2008-08-20T00:00:00-0400,Iron Man: Director of S.H.I.E.L.D. (2007),5267,2.99
183,Startling Stories: The Incorrigible Hulk (2004) #1,1,2004-01-28T00:00:00-0500,Startling Stories: The Incorrigible Hulk (2004),565,2.99
30625,Uncanny X-Men (1963) #528,528,2010-09-22T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,3.99
9249,Incredible Hulk (1962) #438,438,1996-02-10T00:00:00-0500,Incredible Hulk (1962 - 1999),2021,1.95
37280,Alias (2003) #6,6,2002-04-01T00:00:00-0500,Alias (2003),672,0
12006,Web of Spider-Man (1985) #129,129,1995-10-01T00:00:00-0400,Web of Spider-Man (1985 - 1995),2092,1.5
46994,Marvel Universe Avengers Assemble (2013) #6,6,2014-03-12T00:00:00-0400,Marvel Universe Avengers Assemble (2013 - Present),17704,2.99
9516,Iron Man (1968) #27,27,1970-07-10T00:00:00-0400,Iron Man (1968 - 1996),2029,0.15
11428,Tales to Astonish (1959) #81,81,1966-07-10T00:00:00-0400,Tales to Astonish (1959 - 1968),2080,0.12
33341,Black Widow (2010) #2 (HEROIC AGE VARIANT),2,2010-05-12T00:00:00-0400,Black Widow (2010),9706,0
756,Rogue (2004) #2,2,2004-08-18T00:00:00-0400,Rogue (2004 - 2005),681,2.99
24371,All Winners Comics 70th Anniversary Special (2009) #1,1,2009-08-05T00:00:00-0400,All Winners Comics 70th Anniversary Special (2009),7534,3.99
17148,Silver Surfer (1968) #12,12,-0001-11-30T00:00:00-0500,Silver Surfer (1968 - 1969),2585,0
27738,"Nick Fury, Agent of Shield (1989) #35",35,-0001-11-30T00:00:00-0500,"Nick Fury, Agent of Shield (1989 - 1992)",8852,0
16873,Incredible Hulk Annual (1976) #16,16,1990-06-10T00:00:00-0400,Incredible Hulk Annual (1976 - Present),2983,0
18315,What If? (1989) #15,15,1990-07-10T00:00:00-0400,What If? (1989 - 1998),3648,1.25
40845,X-Men Legacy (2008) #263,263,2012-03-28T00:00:00-0400,X-Men Legacy (2008 - 2012),3754,2.99
47686,Uncanny X-Men (1963) #381 (Dynamic Forces Variant),381,2000-06-02T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,0
47608,THE SUPERIOR FOES OF SPIDER-MAN (2013) #5,5,2013-11-13T00:00:00-0500,THE SUPERIOR FOES OF SPIDER-MAN (2013 - Present),17959,2.99
22357,Squadron Supreme (2008) #4,4,2008-10-15T00:00:00-0400,Squadron Supreme (2008 - 2009),5208,2.99
35990,Deadpool Team-Up (2010) #885,885,2011-02-09T00:00:00-0500,Deadpool Team-Up (2010 - 2011),11518,2.99
47638,Deadpool (2012) #1 (3rd Printing Variant),1,2013-03-20T00:00:00-0400,Deadpool (2012 - Present),16542,2.99
10503,Paradise X (2002) #8,8,2003-02-01T00:00:00-0500,Paradise X (2002 - 2003),2059,0
9616,Iron Man (1968) #60,60,1973-07-10T00:00:00-0400,Iron Man (1968 - 1996),2029,0.2
1751,New X-Men (2004) #11,11,2005-03-23T00:00:00-0500,New X-Men (2004 - 2008),749,2.99
30264,X-23 (2010) #7,7,2011-03-09T00:00:00-0500,X-23 (2010 - 2012),9367,2.99
27604,Tails of the Pet Avengers (2009) #4,4,2010-01-27T00:00:00-0500,Tails of the Pet Avengers (2009),8825,0
19736,Marvel Spotlight (1971) #2,2,1972-02-10T00:00:00-0500,Marvel Spotlight (1971 - 1977),3717,0.25
11825,Thor (1966) #497,497,1996-04-10T00:00:00-0400,Thor (1966 - 1996),2083,1.5
19592,Marvel Team-Up (1972) #114,114,1982-02-10T00:00:00-0500,Marvel Team-Up (1972 - 1985),3716,0.6
8455,Deadpool (1993) #3,3,1993-10-10T00:00:00-0400,Deadpool (1993),2003,2
50069,Wolverine & the X-Men (2014) #2 ( ADAMS VARIANT),2,2014-03-19T00:00:00-0400,Wolverine & the X-Men (2014 - Present),18406,3.99
40390,Captain America (2011) #19,19,2012-10-24T00:00:00-0400,Captain America (2011 - 2012),13830,3.99
20099,Dr. Strange (1974) #20,20,1976-12-10T00:00:00-0500,Dr. Strange (1974 - 1988),3740,0.3
37508,Official Marvel Universe Handbook (2009) #2,2,1961-01-01T00:00:00-0500,Official Marvel Universe Handbook (2009),13497,0
2605,Marvel Knights 4 Vol. 1: Wolf at the Door (Trade Paperback),0,2005-09-14T00:00:00-0400,Marvel Knights 4 Vol. 1: Wolf at the Door (2005),1252,9.99
27896,New Mutants (2009) #4 (70TH FRAME VARIANT),4,2009-08-26T00:00:00-0400,New Mutants (2009 - 2011),7455,2.99
13291,Fantastic Four (1961) #82,82,1969-01-10T00:00:00-0500,Fantastic Four (1961 - 1998),2121,0.12
20956,Penance: Relentless (2008),0,2008-04-30T00:00:00-0400,Penance: Relentless (2008),4070,0
22115,Strange Tales (1987) #7,7,1987-10-10T00:00:00-0400,Strange Tales (1987 - 1988),5849,0.75
645,Captain America (2002) #26,26,2004-05-19T00:00:00-0400,Captain America (2002 - 2004),485,2.99
29805,Marvel Boy: The Uranian (2010) #3,3,2010-03-17T00:00:00-0400,Marvel Boy: The Uranian (2010),9185,3.99
46589,Ultimate Comics X-Men (2010) #29,29,2013-07-24T00:00:00-0400,Ultimate Comics X-Men (2010 - Present),13108,3.99
4871,Captain America & the Falcon (2004) #1,1,2004-05-01T00:00:00-0400,Captain America & the Falcon (2004 - 2005),716,0
20397,Defenders (1972) #84,84,1980-06-10T00:00:00-0400,Defenders (1972 - 1986),3743,0.4
17190,Inhumans (2003) #3,3,-0001-11-30T00:00:00-0500,Inhumans (2003 - 2004),637,0
18754,The Cat (1972) #2,2,1973-01-10T00:00:00-0500,The Cat (1972 - 1973),3668,0.2
12968,Fantastic Four (1961) #166,166,1976-01-10T00:00:00-0500,Fantastic Four (1961 - 1998),2121,0.25
18500,Two-Gun Kid (1948) #105,105,1972-07-10T00:00:00-0400,Two-Gun Kid (1948 - 1977),3662,0
7331,Avengers (1963) #79,79,1970-08-10T00:00:00-0400,Avengers (1963 - 1996),1991,0.15
33330,Amazing Spider-Man (1999) #633 (HEROIC AGE VARIANT),633,2010-06-16T00:00:00-0400,Amazing Spider-Man (1999 - 2013),454,2.99
23293,Clandestine (1994) #4,4,1995-01-10T00:00:00-0500,Clandestine (1994 - 1995),6669,2.5
8397,Daredevil (1963) #49,49,1969-02-10T00:00:00-0500,Daredevil (1963 - 1998),2002,0.12
1453,Venom Vs. Carnage (Trade Paperback),0,2004-12-22T00:00:00-0500,Venom Vs. Carnage (2004),1290,9.99
37367,X-Men: Curse of the Mutants - X-Men Vs. Vampires (2010) #2,2,2010-10-27T00:00:00-0400,X-Men: Curse of the Mutants - X-Men Vs. Vampires (2010),13008,3.99
33698,Iron Man Legacy (2010) #11,11,2011-02-02T00:00:00-0500,Iron Man Legacy (2010 - 2011),9347,2.99
29942,Nation X (2009) #3,3,2010-02-24T00:00:00-0500,Nation X (2009 - 2010),9176,3.99
38944,Ultimate Hawkeye (2011) #3,3,2011-10-19T00:00:00-0400,Ultimate Hawkeye (2011),14069,3.99
47661,X-Men: X-Corps (Trade Paperback),0,2013-10-23T00:00:00-0400,X-Men: X-Corps (2013),17987,39.99
19722,Marvel Team-Up (1972) #97,97,1980-09-10T00:00:00-0400,Marvel Team-Up (1972 - 1985),3716,0.5
18905,Quasar (1989) #19,19,1991-02-10T00:00:00-0500,Quasar (1989 - 1994),3695,1
35225,Avengers (2010) #19,19,2011-11-16T00:00:00-0500,Avengers (2010 - 2012),9085,3.99
18919,Quasar (1989) #31,31,1992-02-10T00:00:00-0500,Quasar (1989 - 1994),3695,1.25
9639,Iron Man (1968) #81,81,1975-12-10T00:00:00-0500,Iron Man (1968 - 1996),2029,0.25
9008,Incredible Hulk (1962) #197,197,1976-03-10T00:00:00-0500,Incredible Hulk (1962 - 1999),2021,0.25
41760,Venom (2011) #5 (2nd Printing Variant),5,2011-09-28T00:00:00-0400,Venom (2011 - Present),13911,2.99
27882,Dark Wolverine (2009) #77 (70TH FRAME VARIANT),77,2009-08-26T00:00:00-0400,Dark Wolverine (2009 - 2010),7707,2.99
18813,Spider-Man: Quality of Life (2002) #3,3,2002-09-01T00:00:00-0400,Spider-Man: Quality of Life (2002),3681,0
4066,Wolverine (2003) #41,41,2006-04-26T00:00:00-0400,Wolverine (2003 - 2009),632,3.99
30189,Sense & Sensibility (2010) #5,5,2010-09-22T00:00:00-0400,Sense & Sensibility (2010),9800,3.99
13889,Uncanny X-Men (1963) #348,348,1997-10-10T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,1.99
8593,Excalibur (1988) #14,14,1989-11-10T00:00:00-0500,Excalibur (1988 - 1998),2011,1.5
5881,Marvel Spotlight (2005) #14,14,2007-01-31T00:00:00-0500,Marvel Spotlight (2005 - 2011),1012,2.99
30109,Iron Man Legacy (2010) #7,7,2010-10-06T00:00:00-0400,Iron Man Legacy (2010 - 2011),9347,2.99
2557,Vision: Yesterday and Tomorrow (Trade Paperback),0,2005-10-19T00:00:00-0400,Vision: Yesterday and Tomorrow (2005 - 0000),1609,9.99
29961,Invincible Iron Man (2008) #23 (2ND PRINTING VARIANT),23,2010-03-17T00:00:00-0400,Invincible Iron Man (2008 - 2012),4889,2.99
16395,Tales of Suspsnse Transport (1959) #59,59,1964-11-10T00:00:00-0500,Tales of Suspsnse Transport (1959 - 1968),2725,0.12
17709,Agent X (2002) #2,2,2002-10-01T00:00:00-0400,Agent X (2002 - 2004),459,0
7147,Avengers (1963) #275,275,1987-01-10T00:00:00-0500,Avengers (1963 - 1996),1991,0
21186,Iron Man: Director of S.H.I.E.L.D. (2007) #29,29,2008-05-21T00:00:00-0400,Iron Man: Director of S.H.I.E.L.D. (2007),5267,2.99
11866,Tomb of Dracula (1972) #41,41,1976-02-10T00:00:00-0500,Tomb of Dracula (1972 - 1979),2084,0.25
9739,Journey Into Mystery (1952) #47,47,1957-06-10T00:00:00-0400,Journey Into Mystery (1952 - 1966),2032,0.1
46160,Hit-Girl (2012) #4 (Jrjr Sketch Variant),4,2012-10-31T00:00:00-0400,Hit-Girl (2012 - Present),16370,2.99
27853,Hulk: Broken Worlds (Trade Paperback),0,2009-07-08T00:00:00-0400,Hulk: Broken Worlds (2009 - Present),8898,15.99
47857,Avengers A.I. (2013) #1 (Blank Cover Variant),1,2013-07-03T00:00:00-0400,Avengers A.I. (2013 - Present),17954,2.99
1758,Uncanny X-Men (1963) #457,457,2005-03-16T00:00:00-0500,Uncanny X-Men (1963 - 2011),2258,2.25
23988,Squadron Supreme (2008) #10,10,2009-04-15T00:00:00-0400,Squadron Supreme (2008 - 2009),5208,2.99
22825,Captain Marvel (2002) #19,19,-0001-11-30T00:00:00-0500,Captain Marvel (2002 - 2004),6258,0
17227,Captain America (2004) #32,32,2007-11-21T00:00:00-0500,Captain America (2004 - 2011),832,2.99
31503,"Models, Inc. (Graphic Novel)",0,2010-02-24T00:00:00-0500,"Models, Inc. (2010 - Present)",9283,14.99
25638,Luke Cage Noir (2009) #3,3,2009-10-07T00:00:00-0400,Luke Cage Noir (2009 - 2010),7950,3.99
40484,Captain America and Hawkeye TPB (Trade Paperback),1,2012-09-19T00:00:00-0400,Captain America and Hawkeye TPB (2011 - Present),15021,16.99
22651,Ghost Rider (1990) #19,19,1991-11-01T00:00:00-0500,Ghost Rider (1990 - 1998),6255,1.75
17219,Marvel Previews (2005) #51,51,2007-11-29T00:00:00-0500,Marvel Previews (2005 - 2007),666,0.99
38909,X-Men (2010) #8 (Bachalo Variant),8,2011-02-23T00:00:00-0500,X-Men (2010 - 2013),9906,3.99
2403,Marvel Masterworks: Golden Age Human Torch Vol.1 (Hardcover),0,2005-11-02T00:00:00-0500,Marvel Masterworks: Golden Age Human Torch Vol.1 (2005),1377,9.99
36711,Deadpool (2008) #28 (VAMPIRE VARIANT),28,2010-10-20T00:00:00-0400,Deadpool (2008 - 2012),5701,2.99
38212,The Mighty Thor (2011) #9,9,2011-12-28T00:00:00-0500,The Mighty Thor (2011 - 2012),13757,3.99
38644,Astonishing X-Men (2004) #36 (KALUTA VARIANT),36,2011-02-23T00:00:00-0500,Astonishing X-Men (2004 - Present),744,3.99
42505,SPIDER-MAN: DYING WISH PREMIERE HC (Hardcover),0,2013-03-06T00:00:00-0500,SPIDER-MAN: DYING WISH PREMIERE HC (2011 - Present),16250,24.99
15195,Silver Surfer (1987) #58,58,1991-11-10T00:00:00-0500,Silver Surfer (1987 - 1998),2288,1
6219,Spider-Man Family (2007) #2,2,2007-04-04T00:00:00-0400,Spider-Man Family (2007 - 2008),1870,4.99
8716,Ghost Rider (1973) #11,11,1975-04-10T00:00:00-0400,Ghost Rider (1973 - 1983),2013,0.25
8263,Daredevil (1963) #270,270,1989-09-10T00:00:00-0400,Daredevil (1963 - 1998),2002,1
41147,Fear Itself (2010) #3,3,2011-06-01T00:00:00-0400,Fear Itself (2010 - 2011),13691,3.99
41205,FF (2010) #23,23,2012-10-24T00:00:00-0400,FF (2010 - 2012),13440,2.99
19740,Marvel Spotlight (1971) #23,23,1975-08-10T00:00:00-0400,Marvel Spotlight (1971 - 1977),3717,0.25
3431,Marvel Spotlight (2005) #2,2,2006-01-25T00:00:00-0500,Marvel Spotlight (2005 - 2011),1012,2.99
18893,Red Prophet: The Tales of Alvin Maker (2006) #2,2,-0001-11-30T00:00:00-0500,Red Prophet: The Tales of Alvin Maker (2006 - 2008),2511,0
29179,Marvel Masterworks: Golden Age Marvel Comics Vol. 5 (Hardcover),0,2010-12-01T00:00:00-0500,Marvel Masterworks: Golden Age Marvel Comics Vol. 5 (2010),10335,59.99
20407,Defenders (1972) #93,93,1981-03-10T00:00:00-0500,Defenders (1972 - 1986),3743,0.5
22529,Marvel Illustrated: The Odyssey (2008) #3,3,2008-11-12T00:00:00-0500,Marvel Illustrated: The Odyssey (2008 - 2009),5667,3.99
6735,Amazing Spider-Man (1963) #327,327,1989-12-20T00:00:00-0500,Amazing Spider-Man (1963 - 1998),1987,1
29106,Astonishing X-Men Vol. 6: Xenogenetic (Trade Paperback),1,2011-02-23T00:00:00-0500,Astonishing X-Men Vol. 6: Xenogenetic (2010),9381,14.99
13727,Uncanny X-Men (1963) #186,186,1984-10-10T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,0
14726,"Peter Parker, the Spectacular Spider-Man (1976) #28",28,1979-03-10T00:00:00-0500,"Peter Parker, the Spectacular Spider-Man (1976 - 1998)",2271,0.35
6279,Spider-Man: Reign Premiere (Hardcover),0,2007-04-18T00:00:00-0400,Spider-Man: Reign Premiere (2007),1954,9.99
29361,Deadpool Vol. 5 (Hardcover),0,2010-10-13T00:00:00-0400,Deadpool Vol. 5 (2011),10146,19.99
27071,War of Kings: Ascension (2009) #4,4,2009-07-29T00:00:00-0400,War of Kings: Ascension (2009),7081,3.99
6056,Legion of Monsters: Werewolf by Night (2007) #1,1,2007-02-21T00:00:00-0500,Legion of Monsters: Werewolf by Night (2007),1876,2.99
22158,Strange Worlds (1958) #4,4,1959-06-10T00:00:00-0400,Strange Worlds (1958 - 1959),5856,0.1
29875,Wolverine Origins (2006) #48,48,2010-05-26T00:00:00-0400,Wolverine Origins (2006 - 2010),2375,2.99
2581,Ghost Rider (2005) #1 (Director's Cut),1,2005-10-12T00:00:00-0400,Ghost Rider (2005 - 2006),805,2.99
4278,Wolverine (2003) #43,43,2006-06-28T00:00:00-0400,Wolverine (2003 - 2009),632,2.99
1311,Avengers Assemble (Hardcover),0,2004-07-14T00:00:00-0400,Avengers Assemble (2004),1340,9.99
5074,Spider-Man Special: Black and Blue and Read All (2006) #1,1,2006-09-06T00:00:00-0400,Spider-Man Special: Black and Blue and Read All (2006),1063,3.99
7670,Captain America (1968) #289,289,1984-01-10T00:00:00-0500,Captain America (1968 - 1996),1996,0
44254,Ultimate Comics Iron Man (2012) #2,2,2012-11-28T00:00:00-0500,Ultimate Comics Iron Man (2012 - 2013),16739,3.99
35533,Amazing Spider-Man (1999) #661,661,2011-05-18T00:00:00-0400,Amazing Spider-Man (1999 - 2013),454,3.99
8359,Daredevil (1963) #357,357,1996-10-10T00:00:00-0400,Daredevil (1963 - 1998),2002,1.5
49604,Miracleman (2014) #1 (Young Variant),1,2014-01-15T00:00:00-0500,Miracleman (2014 - Present),18688,5.99
43162,Amazing Spider-Man (1999) #49,49,2001-06-10T00:00:00-0400,Amazing Spider-Man (1999 - 2013),454,0
10422,New Mutants (1983) #80,80,1989-10-10T00:00:00-0400,New Mutants (1983 - 1991),2055,1
23200,Marvel Masterworks: Daredevil Vol. 5 (Hardcover),0,2009-01-28T00:00:00-0500,Marvel Masterworks: Daredevil Vol. 5 (2009 - Present),6629,54.99
46693,Venom (2011) #41,41,2013-09-18T00:00:00-0400,Venom (2011 - Present),13911,2.99
12467,Uncanny X-Men (1963) #20,20,1966-05-10T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,0.12
8437,Daredevil (1963) #85,85,1972-03-10T00:00:00-0500,Daredevil (1963 - 1998),2002,0.2
13533,Silver Surfer Omnibus Vol. 1 (Trade Paperback),0,2007-05-23T00:00:00-0400,Silver Surfer Omnibus Vol. 1 (2007),2252,9.99
47636,SPIDER-MAN/WOLVERINE BY ZEB WELLS & JOE MADUREIRA HC (Hardcover),0,2013-11-27T00:00:00-0500,SPIDER-MAN/WOLVERINE BY ZEB WELLS & JOE MADUREIRA HC (2013),17969,29.99
34274,Spider-Girl (2010) #5,5,2011-03-30T00:00:00-0400,Spider-Girl (2010 - 2011),9856,2.99
21326,Ultimate X-Men (2000) #95,95,2008-06-18T00:00:00-0400,Ultimate X-Men (2000 - 2009),474,2.99
22276,She-Hulk (2005) #34,34,2008-10-22T00:00:00-0400,She-Hulk (2005 - 2009),886,2.99
33487,Luke Cage Noir (Graphic Novel),1,2010-08-04T00:00:00-0400,Luke Cage Noir (2010),10301,14.99
17959,X-Force (1991) #114,114,2001-03-01T00:00:00-0500,X-Force (1991 - 2004),3633,0
14832,Marvel Mangaverse (2002) #1,1,-0001-11-30T00:00:00-0500,Marvel Mangaverse (2002),2040,0
33729,S.H.I.E.L.D. (2010) #1,1,2010-04-07T00:00:00-0400,S.H.I.E.L.D. (2010 - 2011),8821,3.99
47540,Kick-Ass 3 (2013) #1 (Jrjr Variant),1,2013-06-05T00:00:00-0400,Kick-Ass 3 (2013 - Present),17946,2.99
5784,Marvel Romance Redux: Another Kind of Love (Trade Paperback),0,2007-01-24T00:00:00-0500,Marvel Romance Redux: Another Kind of Love (2007),1714,9.99
36488,Avengers Academy (2010) #23,23,2011-12-14T00:00:00-0500,Avengers Academy (2010 - 2012),9086,2.99
12680,Alpha Flight (1983) #20,20,1985-03-10T00:00:00-0500,Alpha Flight (1983 - 1994),2116,0.6
16655,Avengers/Defenders War Premiere (Hardcover),0,2007-09-26T00:00:00-0400,Avengers/Defenders War Premiere (2007),2962,9.99
14523,Venom (2003) #3,3,2003-08-01T00:00:00-0400,Venom (2003 - 2004),433,0
20586,Classic X-Men (1986) #30,30,1989-02-10T00:00:00-0500,Classic X-Men (1986 - 1990),3751,1.25
15797,Masked Marvel (2006) #2,2,1969-12-31T00:00:00-0500,Masked Marvel (2006),2318,0
3029,Maximum Fantastic (Hardcover),0,2005-11-02T00:00:00-0500,Maximum Fantastic (2005),1512,9.99
36623,Generation Hope (2010) #13,13,2011-11-16T00:00:00-0500,Generation Hope (2010 - 2012),9895,2.99
16366,Tales of Suspsnse Transport (1959) #32,32,1962-08-10T00:00:00-0400,Tales of Suspsnse Transport (1959 - 1968),2725,0.12
22083,Spider-Man: Kraven's First Hunt Premiere (Hardcover),0,2008-09-17T00:00:00-0400,Spider-Man: Kraven's First Hunt Premiere (2008),5821,19.99
588,Starjammers (2004) #3,3,2004-08-11T00:00:00-0400,Starjammers (2004),708,2.99
22215,Punisher War Journal (1988) #58,58,-0001-11-30T00:00:00-0500,Punisher War Journal (1988 - 1995),5860,0
25436,Incredible Hercules (2008) #136,136,2009-10-14T00:00:00-0400,Incredible Hercules (2008 - 2010),3762,2.99
5079,Sensational Spider-Man (2006) #30,30,2006-09-20T00:00:00-0400,Sensational Spider-Man (2006 - 2007),722,2.99
185,Spider-Man/Doctor Octopus: Out of Reach (2004) #3,3,2004-01-21T00:00:00-0500,Spider-Man/Doctor Octopus: Out of Reach (2004),695,2.99
12690,Alpha Flight (1983) #3,3,1983-10-10T00:00:00-0400,Alpha Flight (1983 - 1994),2116,0
17830,Avengers West Coast (1985) #88,88,1992-11-10T00:00:00-0500,Avengers West Coast (1985 - 1994),3623,1.25
20000,Invaders (1975) #38,38,1979-03-10T00:00:00-0500,Invaders (1975 - 1979),3726,0.35
30353,Captain America: Patriot (2010) #2,2,2010-09-29T00:00:00-0400,Captain America: Patriot (2010),9870,3.99
36568,Marvel Adventures Spider-Man (2010) #17,17,2011-08-24T00:00:00-0400,Marvel Adventures Spider-Man (2010 - 2012),9748,2.99
11289,Tales of Suspense (1959) #47,47,1963-11-10T00:00:00-0500,Tales of Suspense (1959 - 1968),2079,0.12
14774,"Peter Parker, the Spectacular Spider-Man (1976) #71",71,1982-10-10T00:00:00-0400,"Peter Parker, the Spectacular Spider-Man (1976 - 1998)",2271,0.6
14296,X-Men (1991) #112,112,2001-05-01T00:00:00-0400,X-Men (1991 - 2001),2265,0
9431,Iron Man (1968) #193,193,1985-04-10T00:00:00-0500,Iron Man (1968 - 1996),2029,0
33906,Ultimate X-Men Ultimate Collection Book 4 (Trade Paperback),0,2010-09-29T00:00:00-0400,Ultimate X-Men Ultimate Collection Book 4 (2010 - Present),10947,29.99
11789,Thor (1966) #461,461,1993-04-10T00:00:00-0400,Thor (1966 - 1996),2083,1.25
19579,Marvel Team-Up (1972) #102,102,1981-02-10T00:00:00-0500,Marvel Team-Up (1972 - 1985),3716,0.5
21137,Howard the Duck: The Movie (1986) #1,1,1986-12-10T00:00:00-0500,Howard the Duck: The Movie (1986),4772,0.75
25346,Hercules: Prince of Power (DM Only) (Hardcover),0,2009-09-16T00:00:00-0400,Hercules: Prince of Power (DM Only) (2009 - Present),7852,29.99
8285,Daredevil (1963) #290,290,1991-03-10T00:00:00-0500,Daredevil (1963 - 1998),2002,1
16403,Tales of Suspsnse Transport (1959) #66,66,1965-06-10T00:00:00-0400,Tales of Suspsnse Transport (1959 - 1968),2725,0.12
17625,Hulk (2008) #1,1,2008-01-09T00:00:00-0500,Hulk (2008 - 2012),3374,2.99
49946,Guardians of the Galaxy (2013) #12 (Keown Variant),12,2014-02-26T00:00:00-0500,Guardians of the Galaxy (2013 - Present),16410,3.99
23707,Avengers: Knights of Wundagore (Trade Paperback),0,2009-02-04T00:00:00-0500,Avengers: Knights of Wundagore (2009 - Present),6865,16.99
12681,Alpha Flight (1983) #21,21,1985-04-10T00:00:00-0500,Alpha Flight (1983 - 1994),2116,0.65
12283,X-Factor (1986) #63,63,1991-02-10T00:00:00-0500,X-Factor (1986 - 1998),2098,1
35227,Avengers (2010) #20,20,2011-12-21T00:00:00-0500,Avengers (2010 - 2012),9085,3.99
18662,Thor (1998) #38,38,2001-08-01T00:00:00-0400,Thor (1998 - 2004),581,0
18451,Warlock and the Infinity Watch (1992) #6,6,1992-07-10T00:00:00-0400,Warlock and the Infinity Watch (1992 - 1995),3654,0
2050,Wolverine: Soultaker (2005) #5,5,2005-06-22T00:00:00-0400,Wolverine: Soultaker (2005),768,2.99
9980,Love Romances (1949) #82,82,1959-07-10T00:00:00-0400,Love Romances (1949 - 1961),2034,0
689,X-Men Unlimited (2004) #3,3,2004-06-02T00:00:00-0400,X-Men Unlimited (2004 - 2006),714,2.99
13529,Civil War: War Crimes (Trade Paperback),0,2007-05-16T00:00:00-0400,Civil War: War Crimes (2007),2246,9.99
13216,Fantastic Four (1961) #39,39,1965-06-10T00:00:00-0400,Fantastic Four (1961 - 1998),2121,0.12
