ID,status,sex, real_name, current_alias, image
1011428,Neutral,Woman, Hope Summers originally born Baby Spalding; her given birth name is unknown; renamed Hope after her adoption by Cable. Legal status of her name is unclear. , Hope Summers originally born Baby Spalding; her given birth name is unknown; renamed Hope after her adoption by Cable. Legal status of her name is unclear.,http://i.annihil.us/u/prod/marvel/i/mg/f/90/511155f5015e0/portrait_incredible.jpg
1009351,Heroes,Man, Robert Bruce Banner ,Hulk,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/538615ca33ab0/portrait_incredible.jpg
1009355,Heroes,Man, Prince Dorrek VIII(Skrull name) Theodore Teddy Rufus Altman(Earth name) ,Hulkling,http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c003ed070fa0/portrait_incredible.jpg
1010343,Neutral,Man, Jack Pulver ,Human Cannonball,http://vignette4.wikia.nocookie.net/marveldatabase/images/b/ba/Jack_Pulver_%28Earth-616%29.jpg
1011415,Neutral,Man, Richard Deacon ,Human Fly,http://vignette2.wikia.nocookie.net/marveldatabase/images/e/e8/Richard_Deacon_%28Earth-616%29_from_Venom_Vol_2_16.JPG
1010722,Heroes,Man, M-11 ,Human Robot,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c7c642ee254c/portrait_incredible.jpg
1009356,Heroes,Man, Jonathan Lowell Spencer Johnny Storm ,Human Torch,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a7f7b0917/portrait_incredible.jpg
1010932,Heroes,Man, The Human Torch ,Human Torch,http://i.annihil.us/u/prod/marvel/i/mg/c/70/53176bed3fe4c/portrait_incredible.jpg
1010675,Heroes,Man, Buchanan Buck Mitty  ,Humbug,http://i.annihil.us/u/prod/marvel/i/mg/7/20/4c7c6433e79f5/portrait_incredible.jpg
1009357,Heroes,Woman, Paige Elisabeth Guthrie ,Husk,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c003eca01988/portrait_incredible.jpg
1009358,Neutral,Woman,Unknown ,Hussar,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c003ec700983/portrait_incredible.jpg
1009360,Villains,Man, Morris Bench ,Hydro-Man,http://i.annihil.us/u/prod/marvel/i/mg/4/f0/4c003ec140c31/portrait_incredible.jpg
1011246,Villains,Man, Antoine Delsoin ,Hypno-Hustler,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4c002ef943bbf/portrait_incredible.jpg
1009362,Heroes,Man, Robert Louis Drake ,Iceman,http://i.annihil.us/u/prod/marvel/i/mg/1/d0/52696c836898c/portrait_incredible.jpg
1011077,Heroes,Man,Unknown ,Ikaris,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4c0030d8df78e/portrait_incredible.jpg
1011273,Heroes,Woman, Pandora Destine ,Imp,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4c002eee45d85/portrait_incredible.jpg
1009364,Neutral,Man, Poppupians have no names ,Impossible Man,http://i.annihil.us/u/prod/marvel/i/mg/8/90/4c003eb8e1d23/portrait_incredible.jpg
1011063,Villains,Man, In-Betweener , In-Betweener,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0030f999ecb/portrait_incredible.jpg
1011146,Villains,Man,Unknown ,Delinquent,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f7854e02/portrait_incredible.jpg
1011293,Neutral,Man, Eric Gitter ,Ink,http://vignette3.wikia.nocookie.net/marveldatabase/images/3/3f/Eric_Gitter_%28Earth-616%29_from_Young_X-Men_Vol_1_10.png
1009366,Heroes,Woman, Susan Storm-Richards ,Invisible Woman,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52695b9cd40b6/portrait_incredible.jpg
1011318,Neutral,Man, Bei Bang-Wen ,Iron Fist,http://i.annihil.us/u/prod/marvel/i/mg/9/20/53176ebd40ad7/portrait_incredible.jpg
1009367,Heroes,Man, Daniel Thomas Rand-K'ai ,Iron Fist,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/52616788ebc63/portrait_incredible.jpg
1010888,Neutral,Man, Orson Randall , Orson Randall,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/53176e979cca2/portrait_incredible.jpg
1011413,Neutral,Man, Quan Yaozu , Quan Yaozu,http://i.annihil.us/u/prod/marvel/i/mg/4/20/53176e89b563e/portrait_incredible.jpg
1011412,Heroes,Woman, Wu Ao-Shi ,Iron Fist,http://i.annihil.us/u/prod/marvel/i/mg/7/03/53176f05a6851/portrait_incredible.jpg
1009368,Heroes,Man, Anthony Edward Tony Stark ,Iron Man,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/527bb7b37ff55/portrait_incredible.jpg
1009371,Villains,Man, Obadiah Stane ,Iron Monger,http://vignette1.wikia.nocookie.net/marveldatabase/images/3/36/Iron_Monger_%28Stane%29.jpg
1009487,Neutral,Man, James Rupert Rhodes ,War Machine,http://vignette4.wikia.nocookie.net/marveldatabase/images/5/57/Invincible_Iron_Man_Vol_2_6_Textless.jpg
1009538,Heroes,Man, James Rupert Rhodes ,War Machine,http://i.annihil.us/u/prod/marvel/i/mg/6/70/526035f38cd5d/portrait_incredible.jpg
1010844,Villains,Man, Michael Mike Steel ,Ironclad,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0035ccf2128/portrait_incredible.jpg
1009372,Neutral,Man, J. Jonah Jameson, J. Jonah Jameson,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/5269582835689/portrait_incredible.jpg
1010736,Heroes,Man, Jack Harrison ,Jack Flag,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4c003787cd7e1/portrait_incredible.jpg
1010786,Neutral,Man, Jonathan Murdock ,Battlin' Jack Murdock,http://vignette3.wikia.nocookie.net/marveldatabase/images/a/a2/Jonathan_Murdock_%28Earth-616%29.jpg
1010766,Neutral,Man,Unknown ,Jack O'Lantern,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011251,Neutral,Man, Jack Power ,Mass Master,http://vignette1.wikia.nocookie.net/marveldatabase/images/8/8e/FF_Vol_1_15_-_Jack_Power_%28Earth-616%29.png
1011288,Villains,Man, Miles Warren ,Jackal,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/4c002e7012876/portrait_incredible.jpg
1011259,Neutral,Man, Alana Jobson  ,Jackpot,http://vignette1.wikia.nocookie.net/marveldatabase/images/e/eb/Amazing_Spider-Man_Family_Vol_1_6_Textless.jpg
1010775,Heroes,Man, James Buchanan Barnes ,Winter Soldier,http://vignette1.wikia.nocookie.net/marveldatabase/images/8/89/Original_Sin_Vol_1_8_Dell%27Otto_Variant_Textless.jpg
1010777,Heroes,Man, James Howlett ,Wolverine,http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c00374780cc6/portrait_incredible.jpg
1011343,Villains,Man, James Jamie Braddock Jr.,James Jamie Braddock Jr.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010329,Neutral,Woman, Jane Foster ,Thor,http://i.annihil.us/u/prod/marvel/i/mg/b/90/4ce5a22b0d5f1/portrait_incredible.jpg
1010878,Neutral,Man, Janus , Janus,null
1009597,Neutral,Man, Jasper Sitwell , Jasper Sitwell,http://vignette2.wikia.nocookie.net/marveldatabase/images/d/d2/Jasper_Sitwell_%28Earth-616%29_from_Howling_Commandos_of_S.H.I.E.L.D._Vol_1_1_001.jpg
1011344,Heroes,Woman, Jazinda Kl'rt-Spawn  , Jazinda Kl'rt-Spawn ,http://i.annihil.us/u/prod/marvel/i/mg/b/00/4c002e3dbc0b3/portrait_incredible.jpg
1009496,Heroes,Woman, Jean Grey-Summers ,White Phoenix of the Crown,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4bc654cf9d0ac/portrait_incredible.jpg
1009327,Heroes,Woman, Jean Grey-Summers ,White Phoenix of the Crown,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/528d3412090b4/portrait_incredible.jpg
1010742,Heroes,Man, Wendell Elvis Vaughn , Wendell Elvis Vaughn,http://i.annihil.us/u/prod/marvel/i/mg/3/80/4c003744919ef/portrait_incredible.jpg
1009710,Neutral,Man, Paul Cartier ,Wendigo,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4ce5a1fa7a013/portrait_incredible.jpg
1009711,Villains,Man, Marco Scarlotti  ,Whiplash,http://vignette3.wikia.nocookie.net/marveldatabase/images/8/86/Whiplash_002.jpg
1010348,Villains,Man, David Cannon ,Whirlwind,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/4c7c643e59215/portrait_incredible.jpg
1009712,Neutral,Man, Adrienne Frost ,White Queen,http://vignette4.wikia.nocookie.net/marveldatabase/images/6/66/Adrienne_Frost_%28Earth-616%29.png
1010853,Heroes,Woman, Angela Del Toro ,White Tiger,http://vignette2.wikia.nocookie.net/marveldatabase/images/e/e9/Angela_Del_Toro_%28Earth-616%29.png
1009714,Heroes,Man, William Billy Kaplan , William Billy Kaplan,http://i.annihil.us/u/prod/marvel/i/mg/2/50/4c003a6e38300/portrait_incredible.jpg
1009715,Neutral,Man, Kyle Gibney ,Wild Child,http://i.annihil.us/u/prod/marvel/i/mg/8/00/4c003a6b5d11a/portrait_incredible.jpg
1009716,Neutral,Man, Richard Gill ,Wildside,http://vignette3.wikia.nocookie.net/marveldatabase/images/a/a2/Richard_Gill_%28Earth-616%29_from_New_Mutants_Vol_1_87.png
1009633,Villains,Man, William Stryker ,Reverend William Stryker,http://i.annihil.us/u/prod/marvel/i/mg/b/90/4c003abcc72e7/portrait_incredible.jpg
1010680,Neutral,Man, Wilson Grant Fisk  ,Kingpin,http://vignette3.wikia.nocookie.net/marveldatabase/images/0/0c/Wilson_Fisk_%28Earth-616%29_from_Daredevil_Vol_15_001.jpg
1011009,Heroes,Woman, Sofía Mantega , Sofía Mantega,http://i.annihil.us/u/prod/marvel/i/mg/2/20/4c0032802a24d/portrait_incredible.jpg
1010740,Heroes,Man, James Buchanan Barnes ,Winter Soldier,http://i.annihil.us/u/prod/marvel/i/mg/d/03/5265478293c1e/portrait_incredible.jpg
1011043,Villains,Man, Kevin Ford ,Wither,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4c003235e6f1d/portrait_incredible.jpg
1009655,Neutral,Man, Warren Kenneth Worthington III ,Archangel,http://vignette3.wikia.nocookie.net/marveldatabase/images/5/53/Warren_Worthington_III_from_Uncanny_X-Men_Vol_4_1_001.png
1010715,Villains,Man, Parker Robbins ,The Hood,http://i.annihil.us/u/prod/marvel/i/mg/6/90/539a09a2863cf/portrait_incredible.jpg
1009526,Heroes,Man, Chen Lu ,Radioactive Man,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c003c66d3393/portrait_incredible.jpg
1010817,Heroes,Man, Elvin Daryl Haliday ,Rage,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4c0035e72e3d8/portrait_incredible.jpg
1010767,Villains,Man, Marshall Evan Stone III ,Random,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c00375b36bd4/portrait_incredible.jpg
1010838,Neutral,Man, Gustav Krueger ,Rattler,http://vignette3.wikia.nocookie.net/marveldatabase/images/3/3d/Gustav_Krueger_%28Earth-616%29_from_Battle_Scars_Vol_1_3.JPG
1011154,Villains,Man, Ravenous , Ravenous,http://vignette4.wikia.nocookie.net/marveldatabase/images/6/64/Ravenous_%28Earth-616%29.jpg
1010892,Neutral,Man, Jonathan Johnny Clay ,Rawhide Kid,http://i.annihil.us/u/prod/marvel/i/mg/1/90/4ce5a3e0dbd3a/portrait_incredible.jpg
1009531,Neutral,Man, Raza Longknife ,Raza,http://i.annihil.us/u/prod/marvel/i/mg/c/70/4ce5a1057fce9/portrait_incredible.jpg
1009532,Neutral,Man, Pantu Hurageb ,Reaper,http://vignette3.wikia.nocookie.net/marveldatabase/images/e/ee/Pantu_Hurageb_%28Earth-616%29_from_All-New_X-Factor_Vol_1_2_0007.png
1011249,Neutral,Man, Wallace Jackson ,Red 9,http://vignette4.wikia.nocookie.net/marveldatabase/images/2/2e/Red_9_0001.jpg
1009534,Villains,Man, Ivan Kragoff ,Red Ghost,http://i.annihil.us/u/prod/marvel/i/mg/7/10/535ff3cd59285/portrait_incredible.jpg
1011360,Neutral,Man, Thaddeus E. Thunderbolt Ross ,Gen. Thunderbolt Ross,http://i.annihil.us/u/prod/marvel/i/mg/5/90/5102cb7fc1262/portrait_incredible.jpg
1011436,Neutral,Man, Elizabeth Betty Ross Talbot Banner  ,Betty Ross,http://i.annihil.us/u/prod/marvel/i/mg/e/70/50fec0bfb125a/portrait_incredible.jpg
1011155,Villains,Man,Unknown ,Red Shift,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009535,Villains,Man, Johann Shmidt ,Red Skull,http://i.annihil.us/u/prod/marvel/i/mg/2/03/526036550cd37/portrait_incredible.jpg
1010965,Villains,Man, Albert Malik ,Red Skull,http://vignette1.wikia.nocookie.net/marveldatabase/images/6/6a/Red_Skull_II_001.jpg
1010837,Neutral,Man, William Talltrees ,Red Wolf,http://vignette2.wikia.nocookie.net/marveldatabase/images/d/d3/William_Talltrees_%28Earth-616%29_from_Fantastic_Four_Vol_5_10_0001.jpg
1011390,Neutral,Man, Redwing , Redwing,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4ce5a7383561c/portrait_incredible.jpg
1011376,Heroes,Man, Humberto Lopez ,Reptil,http://i.annihil.us/u/prod/marvel/i/mg/c/00/4ce5a6ff4202c/portrait_incredible.jpg
1011330,Neutral,Woman, Kwannon (full name unrevealed) ,Revanche,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708/portrait_incredible.jpg
1009537,Villains,Man, Aleksei Mikhailovich Sytsevich ,Rhino,http://i.annihil.us/u/prod/marvel/i/mg/8/60/4c003c58f1a0c/portrait_incredible.jpg
1009702,Heroes,Man, James Rupert Rhodes ,War Machine,http://vignette4.wikia.nocookie.net/marveldatabase/images/5/57/Invincible_Iron_Man_Vol_2_6_Textless.jpg
1011401,Neutral,Man, Richard Fisk ,Richard Fisk,http://vignette3.wikia.nocookie.net/marveldatabase/images/4/4e/Rose.jpg
1009379,Heroes,Man, Richard Milhouse Rick Jones ,Whisperer,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/5274112b036ff/portrait_incredible.jpg
1011348,Neutral,Man, Johnathon Gallo  ,Ricochet,http://vignette1.wikia.nocookie.net/marveldatabase/images/7/7e/197503-174902-ricochet.jpg
1009542,Heroes,Man, Julio Esteban Richter ,Rictor,http://i.annihil.us/u/prod/marvel/i/mg/3/03/527414130f76d/portrait_incredible.jpg
1009543,Neutral,Man, Janos Quested ,Riptide,http://vignette3.wikia.nocookie.net/marveldatabase/images/7/77/Janos_Quested_%28Earth-616%29_from_X-Men_Battle_of_the_Atom_Mobile_Card_Game.jpg
1009544,Heroes,Man, Gloria Dolores Muñoz ,Risque,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c7c645aa1623/portrait_incredible.jpg
1009545,Neutral,Man, Joseph Robbie Robertson , Joseph Robbie Robertson,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c003c50a94b7/portrait_incredible.jpg
1010792,Heroes,Man, Robert Robbie Baldwin ,Speedball,http://vignette2.wikia.nocookie.net/marveldatabase/images/c/c0/Fear_Itself_The_Home_Front_Vol_1_2_Textless.jpg
1009235,Neutral,Man, Robin Chapel , Robin Chapel,http://vignette2.wikia.nocookie.net/marveldatabase/images/d/d2/Robin_Chapel_%28Earth-616%29.jpg
1010744,Neutral,Man, Rocket Raccoon , Rocket Raccoon,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/50fec1e49298a/portrait_incredible.jpg
1010769,Heroes,Man, Robert Farrell ,Rocket Racer,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c0037551d8c2/portrait_incredible.jpg
1010692,Heroes,Man, Santo Vaccarro ,Rockslide,http://vignette4.wikia.nocookie.net/marveldatabase/images/3/3f/Santo_Vaccarro_%28Earth-616%29_0036.png
1009546,Heroes,Woman, Anna Marie (surname unrevealed) ,Rogue,http://i.annihil.us/u/prod/marvel/i/mg/3/10/5112d84e2166c/portrait_incredible.jpg
1011398,Villains,Man,Unknown ,Romulus,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4ce5a75b67009/portrait_incredible.jpg
1010344,Villains,Man, Ronan ,Ronan the Accuser,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/5260363fc40f2/portrait_incredible.jpg
1011117,Neutral,Man,Unknown ,Roughhouse,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009549,Neutral,Man, Jennifer Stavros ,Roulette,http://vignette1.wikia.nocookie.net/marveldatabase/images/d/d5/Jennifer_Stavros_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg
1009595,Neutral,Man, Roxanne Simpson Blaze ,Roxanne Simpson,http://vignette2.wikia.nocookie.net/marveldatabase/images/6/67/Roxanne_Simpson_%28Earth-616%29_0002.jpg
1009311,Neutral,Man, Rumiko Fujikawa , Rumiko Fujikawa,http://vignette1.wikia.nocookie.net/marveldatabase/images/2/2b/Rumikofujikawa.gif
1009551,Villains,Man,Unknown ,Russian,http://i.annihil.us/u/prod/marvel/i/mg/8/10/4c003c4af200f/portrait_incredible.jpg
1009553,Heroes,Woman, Ruth Bat-Seraph ,Sabra,http://vignette3.wikia.nocookie.net/marveldatabase/images/7/76/Ruth_Bat-Seraph_%28Earth-616%29_from_X-Men_Vol_4_0001.jpg
1009554,Villains,Man, Victor Creed ,Sabretooth,http://i.annihil.us/u/prod/marvel/i/mg/1/00/4ce1895117793/portrait_incredible.jpg
1009555,Heroes,Man,Unknown ,Sage,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c003c44095cb/portrait_incredible.jpg
1011126,Neutral,Man, Sally Floyd , Sally Floyd,http://i.annihil.us/u/prod/marvel/i/mg/c/d0/4ce5a4ef4b966/portrait_incredible.jpg
1009558,Villains,Man, William Baker ,Sandman,http://vignette2.wikia.nocookie.net/marveldatabase/images/7/78/Amazing_Spider-Man_Vol_1_615_Sandman_Variant.jpg
1010711,Neutral,Man,Unknown ,Santa Claus,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009559,Neutral,Man, Muzzafar Lambert ,Saracen,http://vignette4.wikia.nocookie.net/marveldatabase/images/c/c9/Muzzafar_Lambert_%28Earth-616%29_0002.jpg
1009560,Heroes,Man, Walter Langkowski ,Sasquatch,http://vignette1.wikia.nocookie.net/marveldatabase/images/c/c5/Walt_Langouski_Sasquatch.jpg
1011035,Heroes,Woman, Satana Hellstrom ,Satana,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4ce5a46882aa9/portrait_incredible.jpg
1009561,Villains,Man, Karl Lykos ,Sauron,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c003c3d85554/portrait_incredible.jpg
1011048,Villains,Man, John Greycrow , John Greycrow,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4ce5a473b81b3/portrait_incredible.jpg
1010861,Villains,Man, Ebenezer Laughton ,Scarecrow,http://vignette1.wikia.nocookie.net/marveldatabase/images/8/8c/Ebenezer_Laughton_%28Earth-616%29.JPG
1011197,Heroes,Man, Ben Reilly ,Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4ce5a531089da/portrait_incredible.jpg
1011426,Villains,Man, Kaine Parker  ,Scarlet Spider,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4ed7bd3756650/portrait_incredible.jpg
1009562,Heroes,Woman, Wanda Maximoff ,Scarlet Witch,http://i.annihil.us/u/prod/marvel/i/mg/6/70/5261a7d7c394b/portrait_incredible.jpg
1010790,Heroes,Woman, Carmilla Black (legally changed from Thanasee Rappaccini) ,Scorpion,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c0037366fae7/portrait_incredible.jpg
1009565,Neutral,Man, Frank Charles Simpson  ,Nuke,http://vignette4.wikia.nocookie.net/marveldatabase/images/e/e5/Frank_Simpson_%28Earth-616%29_Captain_America_Vol_7_11_001.jpg
1011230,Villains,Man, Kim Il Sung ,Scrambler,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c002f076451c/portrait_incredible.jpg
1009566,Villains,Man, Donna Diego  ,Scream,http://vignette2.wikia.nocookie.net/marveldatabase/images/5/51/Scream4.jpg
1011242,Neutral,Woman, Unknown ,Screwball,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009581,Villains,Man, Sebastian Hiram Shaw ,Sebastian Shaw,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c003c1e9a90e/portrait_incredible.jpg
1009568,Villains,Woman, Selene Gallio  ,Selene,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4c003c337aff5/portrait_incredible.jpg
1009569,Neutral,Man, Robert Edward Kelly ,Senator Kelly,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4ce5a14f2ea36/portrait_incredible.jpg
1009571,Heroes,Man, Robert Reynolds ,Sentry,http://i.annihil.us/u/prod/marvel/i/mg/f/03/52695b1392c78/portrait_incredible.jpg
1010345,Heroes,Woman, Sersi , Sersi,http://i.annihil.us/u/prod/marvel/i/mg/6/40/528d36c261af4/portrait_incredible.jpg
1009573,Villains,Man,Unknown ,Shadow King,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4ce5a16fd4182/portrait_incredible.jpg
1011267,Heroes,Man, Walter Destine ,Wallop,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c002ef63d1e4/portrait_incredible.jpg
1009700,Neutral,Man, Max Pressman ,Wallow,http://vignette3.wikia.nocookie.net/marveldatabase/images/4/4f/Max_Pressman_%28Earth-616%29.jpg
1009701,Villains,Man, Abraham Lincoln Kieros ,War,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010991,Villains,Man, Parnell Jacobs ,War Machine,http://i.annihil.us/u/prod/marvel/i/mg/c/f0/535febf826de5/portrait_incredible.jpg
1010372,Neutral,Man, Mitchell Tanner ,Warhawk,http://vignette3.wikia.nocookie.net/marveldatabase/images/d/d4/Mitchell_Tanner_%28Earth-616%29.jpg
1009704,Heroes,Woman, Janie Chin , Warlock,http://vignette2.wikia.nocookie.net/marveldatabase/images/7/79/New_Mutants_Vol_3_5_Textless.jpg
1011287,Heroes,Man, Warlock , Douglock,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/4da612d77cbd0/portrait_incredible.jpg
1009705,Heroes,Man, James Proudstar ,Warpath,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/526035de08b23/portrait_incredible.jpg
1010668,Neutral,Man, Warren Kenneth Worthington III ,Archangel,http://vignette3.wikia.nocookie.net/marveldatabase/images/5/53/Warren_Worthington_III_from_Uncanny_X-Men_Vol_4_1_001.png
1009706,Neutral,Man, B'nee and C'cll , B'nee and C'cll,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c003a73b6673/portrait_incredible.jpg
1009707,Heroes,Woman, Janet van Dyne ,The Wasp,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/5390dfd5ef165/portrait_incredible.jpg
1011133,Neutral,Man, Kyle Gibney ,Wild Child,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4ce5a526259fd/portrait_incredible.jpg
1011402,Neutral,Man, Wendell Rand-K'ai ,Wendell Rand,http://vignette3.wikia.nocookie.net/marveldatabase/images/3/37/Wendell_Rand_%28earth-616%29_002.jpg
1009269,Neutral,Man, Death ,Death,http://i.annihil.us/u/prod/marvel/i/mg/5/80/526031f5a21eb/portrait_incredible.jpg
1009270,Villains,Woman, Cal'syee Neramani ,Deathbird,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c004041be770/portrait_incredible.jpg
1011037,Neutral,Woman, Sharra Neramani  ,Lifecry ,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/535ff379c7c1b/portrait_incredible.jpg
1009713,Neutral,Man, Debra Whitman , Debra Whitman,http://vignette2.wikia.nocookie.net/marveldatabase/images/f/fb/Debra_Whitman_%28Earth-616%29.jpg
1010717,Heroes,Woman, Deborah Fields ,Debrii,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0038c02e75a/portrait_incredible.jpg
1011071,Villains,Man,Unknown ,Demogoblin,http://i.annihil.us/u/prod/marvel/i/mg/c/80/535fedd611db9/portrait_incredible.jpg
1009271,Neutral,Woman, Irene Adler ,Destiny,http://vignette1.wikia.nocookie.net/marveldatabase/images/2/26/Irene_Adler_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_7.jpg
1009272,Neutral,Man, Martin Soap ,Soap,http://vignette4.wikia.nocookie.net/marveldatabase/images/9/99/Martin_Soap_%28Earth-616%29.jpg
1011142,Neutral,Man, Devos ,The Devastator,http://i.annihil.us/u/prod/marvel/i/mg/4/20/4c002f87999a7/portrait_incredible.jpg
1011260,Neutral,Man, Dexter Bennett , Dexter Bennett,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4ce5a5d5d8932/portrait_incredible.jpg
1009273,Villains,Man, Esteban Corazón de Ablo ,Diablo,http://i.annihil.us/u/prod/marvel/i/mg/c/f0/4ce59f83af33f/portrait_incredible.jpg
1009274,Heroes,Woman, Rachel Leighton ,Diamondback,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/526955c158ece/portrait_incredible.jpg
1011040,Heroes,Woman,Unknown ,Dinah Soar,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010997,Neutral,Man, Dirk Anger , Dirk Anger,http://vignette4.wikia.nocookie.net/marveldatabase/images/f/fd/Dirk_Anger_%28Earth-616%29.jpg
1009275,Heroes,Man, Leonard Samson ,Doc Samson,http://i.annihil.us/u/prod/marvel/i/mg/3/10/5261a84c1707c/portrait_incredible.jpg
1009281,Villains,Man, Victor von Doom , Victor von Doom,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bb096d17/portrait_incredible.jpg
1011206,Neutral,Man, Johann Fennhoff ,Doctor Faustus,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce5a54ac4d4b/portrait_incredible.jpg
1009276,Villains,Man, Otto Gunther Octavius ,The Living Brain,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/528d31b62eaba/portrait_incredible.jpg
1009282,Heroes,Man, Stephen Vincent Strange ,Doctor Strange,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/5261a85a501fe/portrait_incredible.jpg
1011235,Heroes,Man, Sihing ,Dog Brother #1,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/4ce5a586c3c95/portrait_incredible.jpg
1009277,Heroes,Woman, Neena Thurman  ,Domino,http://i.annihil.us/u/prod/marvel/i/mg/f/60/526031dc10516/portrait_incredible.jpg
1010330,Heroes,Man, Thor Odinson , Thor Odinson,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4ce5a23640434/portrait_incredible.jpg
1009278,Neutral,Man, Kerwin Korman ,the Destructor,http://vignette1.wikia.nocookie.net/marveldatabase/images/4/44/Korman.jpg
1009279,Heroes,Man,Unknown ,Doop,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4c7c646b68a2c/portrait_incredible.jpg
1010879,Heroes,Man, DeMarr Davis ,Doorman,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c00359cc7019/portrait_incredible.jpg
1009280,Villains,Man, Dormammu , Dormammu,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c003f1ddc0e5/portrait_incredible.jpg
1010677,Villains,Man, Vlad Dracula ,Dracula,http://i.annihil.us/u/prod/marvel/i/mg/a/03/526955af18612/portrait_incredible.jpg
